TIME,V(XTOP:B),V(XTOP:XDUT:I_1),V(XTOP:VPWR),V(XTOP:XDUT:I_2),V(XTOP:XDUT:I_0),V(XTOP:X),V(XTOP:A),V(XTOP:XDUT:I_3),I(XTOP:VB_DRIVER),I(XTOP:VA_DRIVER),I(XTOP:CFAKE_LOAD),I(XTOP:VPOWER)
1.75465252e-09,0.00000000e+00,1.68705770e+00,1.80000000e+00,1.80131328e+00,1.59444754e+00,6.61383835e-03,0.00000000e+00,4.73399878e-01,6.85711091e-06,3.04185249e-06,1.30329445e-06,-1.86579319e-05
1.76199020e-09,0.00000000e+00,1.70913366e+00,1.80000000e+00,1.80099601e+00,1.63897578e+00,4.19351299e-03,0.00000000e+00,4.73408242e-01,6.52141946e-06,2.54635351e-06,-2.62269002e-06,-1.44664846e-05
1.76932788e-09,0.00000000e+00,1.72800425e+00,1.80000000e+00,1.80075156e+00,1.67426024e+00,3.14223774e-03,0.00000000e+00,4.73411367e-01,4.40977854e-06,2.22664875e-06,2.04960677e-06,-1.22303873e-05
1.77666556e-09,0.00000000e+00,1.74334844e+00,1.80000000e+00,1.80057669e+00,1.70210277e+00,2.40478362e-03,0.00000000e+00,4.73414211e-01,4.34718192e-06,1.67079716e-06,-2.45161624e-06,-9.05579757e-06
1.79134091e-09,0.00000000e+00,1.76561929e+00,1.80000000e+00,1.80033561e+00,1.74142145e+00,1.39570698e-03,0.00000000e+00,4.73417243e-01,1.91897329e-06,1.16926509e-06,2.17657651e-06,-6.13700369e-06
1.82069163e-09,0.00000000e+00,1.78863146e+00,1.80000000e+00,1.80010872e+00,1.78088042e+00,4.48994297e-04,0.00000000e+00,4.73420810e-01,1.27100557e-06,3.06862566e-07,-2.30559723e-06,-1.57353482e-06
1.85004235e-09,0.00000000e+00,1.79635151e+00,1.80000000e+00,1.80003516e+00,1.79386226e+00,1.41593981e-04,0.00000000e+00,4.73421443e-01,-2.12183667e-07,1.89946788e-07,2.26370384e-06,-9.83899864e-07
1.87939306e-09,0.00000000e+00,1.79882979e+00,1.80000000e+00,1.80001124e+00,1.79805057e+00,4.78643039e-05,0.00000000e+00,4.73422077e-01,5.53908779e-07,-2.97012174e-08,-2.27647758e-06,1.60254968e-07
1.90874378e-09,0.00000000e+00,1.79963180e+00,1.80000000e+00,1.80000333e+00,1.79937380e+00,1.18058956e-05,0.00000000e+00,4.73421773e-01,-4.45430759e-07,8.11292759e-08,2.27156344e-06,-4.23320720e-07
1.96744521e-09,0.00000000e+00,1.80000494e+00,1.80000000e+00,1.80000022e+00,1.80001624e+00,2.56557824e-06,0.00000000e+00,4.73422053e-01,4.71569142e-07,-6.89506058e-08,-2.27219309e-06,3.60842379e-07
2.02614665e-09,0.00000000e+00,1.80000082e+00,1.80000000e+00,1.79999968e+00,1.79999445e+00,-2.94615570e-06,0.00000000e+00,4.73421582e-01,-4.72360723e-07,6.86856297e-08,2.27181751e-06,-3.59565111e-07
2.05000000e-09,0.00000000e+00,1.79999898e+00,1.80000000e+00,1.80000038e+00,1.80000392e+00,3.13902387e-06,0.00000000e+00,4.73421880e-01,4.73193599e-07,-6.84890638e-08,-2.27079708e-06,3.59130794e-07
2.05031250e-09,1.12500000e-02,1.81015560e+00,1.80000000e+00,1.80976232e+00,1.80455830e+00,1.22675949e-03,1.12500000e-02,4.80883655e-01,-9.32762868e-05,-1.02795928e-04,7.83117099e-06,1.21596952e-04
2.05093750e-09,3.37500000e-02,1.82695036e+00,1.80000000e+00,1.82555101e+00,1.81376414e+00,3.28716777e-03,3.37500000e-02,4.95743539e-01,-1.00150991e-04,-1.09600730e-04,6.59330649e-06,1.34097611e-04
2.05156250e-09,5.62500000e-02,1.84220124e+00,1.80000000e+00,1.83966170e+00,1.82303693e+00,5.18548927e-03,5.62500000e-02,5.10682338e-01,-1.05257936e-04,-1.14585261e-04,5.55595109e-06,1.44192697e-04
2.05281250e-09,1.01250000e-01,1.86623152e+00,1.80000000e+00,1.86056540e+00,1.84177977e+00,8.12079708e-03,1.01250000e-01,5.40822520e-01,-1.12224734e-04,-1.21750037e-04,3.83703391e-06,1.57762406e-04
2.05406250e-09,1.46250000e-01,1.88478468e+00,1.80000000e+00,1.87485291e+00,1.86037815e+00,1.01079005e-02,1.46250000e-01,5.71348723e-01,-1.16275167e-04,-1.25333834e-04,2.52169689e-06,1.66087088e-04
2.05656250e-09,2.36250000e-01,1.91464976e+00,1.80000000e+00,1.89384679e+00,1.89617228e+00,1.22558686e-02,2.36250000e-01,6.33861933e-01,-1.20391264e-04,-1.28903730e-04,9.15052073e-07,1.74552529e-04
2.05906250e-09,3.26250000e-01,1.94008518e+00,1.80000000e+00,1.90690106e+00,1.93003637e+00,1.30022886e-02,3.26250000e-01,6.99202252e-01,-1.21903361e-04,-1.29333593e-04,2.79220005e-07,1.77618511e-04
2.06406250e-09,5.06250000e-01,1.98957695e+00,1.80000000e+00,1.93159970e+00,1.99510974e+00,1.37799247e-02,5.06250000e-01,8.46538047e-01,-1.23296809e-04,-1.28919483e-04,3.42888904e-07,1.76218752e-04
2.06906250e-09,6.86250000e-01,2.04072418e+00,1.80000000e+00,1.96138019e+00,2.05607309e+00,1.58071029e-02,6.86250000e-01,1.01722406e+00,-1.29447732e-04,-1.30727215e-04,1.27885362e-06,1.66987738e-04
2.06965131e-09,7.07447000e-01,2.04683905e+00,1.80000000e+00,1.96543886e+00,2.06219189e+00,1.61152055e-02,7.07447000e-01,1.03637522e+00,-1.30328156e-04,-1.30821969e-04,1.04653441e-06,1.64882670e-04
2.07082892e-09,7.49841001e-01,2.05897083e+00,1.80000000e+00,1.97362587e+00,2.07301011e+00,1.68680589e-02,7.49841001e-01,1.07008057e+00,-1.34839534e-04,-1.32504526e-04,1.51068775e-06,1.58931287e-04
2.07318414e-09,8.34629003e-01,2.08294744e+00,1.80000000e+00,1.99126461e+00,2.08156582e+00,1.90653192e-02,8.34629003e-01,1.08231204e+00,-1.47178557e-04,-1.38225409e-04,2.22103707e-06,1.42834099e-04
2.07520739e-09,9.07466074e-01,2.10756044e+00,1.80000000e+00,2.00792897e+00,2.07298536e+00,2.23900244e-02,9.07466074e-01,1.00286128e+00,-1.58672582e-04,-1.40960783e-04,4.35195579e-06,1.10920774e-04
2.07692639e-09,9.69349867e-01,2.12849405e+00,1.80000000e+00,2.02337069e+00,2.04853829e+00,2.58891699e-02,9.69349867e-01,8.52827820e-01,-1.72827782e-04,-1.52574224e-04,3.79035301e-06,1.00834653e-04
2.07847348e-09,1.02504528e+00,2.14586331e+00,1.80000000e+00,2.03836209e+00,2.00893612e+00,2.89621146e-02,1.02504528e+00,6.55851064e-01,-1.78520575e-04,-1.56395973e-04,4.15471828e-06,7.53810426e-05
2.08002057e-09,1.08074069e+00,2.15980893e+00,1.80000000e+00,2.05394958e+00,1.94540863e+00,3.08242568e-02,1.08074069e+00,4.17832432e-01,-1.81003861e-04,-1.69900420e-04,6.59834111e-07,7.32949869e-05
2.08156767e-09,1.13643611e+00,2.17050405e+00,1.80000000e+00,2.06904859e+00,1.85107760e+00,3.03631833e-02,1.13643611e+00,2.15040885e-01,-1.73287809e-04,-1.71001011e-04,-1.85193565e-06,5.61968373e-05
2.08294431e-09,1.18599525e+00,2.18091576e+00,1.80000000e+00,2.08071640e+00,1.74686158e+00,2.72197025e-02,1.18599525e+00,1.28741919e-01,-1.73708666e-04,-1.71593349e-04,-7.28182206e-06,5.02447658e-05
2.08407154e-09,1.22657527e+00,2.19089479e+00,1.80000000e+00,2.08737416e+00,1.65054635e+00,2.05311148e-02,1.22657527e+00,8.90025557e-02,-1.67093522e-04,-1.65948894e-04,-1.64529283e-05,3.75544948e-05
2.08519876e-09,1.26715529e+00,2.20213975e+00,1.80000000e+00,2.08962993e+00,1.54520371e+00,1.10543611e-02,1.26715529e+00,6.36714834e-02,-1.71287283e-04,-1.69675828e-04,-1.71757533e-05,4.20658470e-05
2.08745320e-09,1.34831533e+00,2.22743011e+00,1.80000000e+00,2.07604329e+00,1.31207909e+00,-1.08644109e-02,1.34831533e+00,3.36155784e-02,-1.69699432e-04,-1.67802348e-04,-2.17141147e-05,2.78714995e-05
2.08970765e-09,1.42947537e+00,2.25549074e+00,1.80000000e+00,2.02778704e+00,1.04454235e+00,-2.98582034e-02,1.42947537e+00,1.65110695e-02,-1.76011805e-04,-1.71620213e-04,-1.19860435e-05,1.40290586e-05
2.09196209e-09,1.51063541e+00,2.28492426e+00,1.80000000e+00,1.91313555e+00,7.28136589e-01,-3.96362824e-02,1.51063541e+00,5.99955204e-03,-1.68542557e-04,-1.60798546e-04,-5.36293017e-06,-3.12132772e-05
2.09399110e-09,1.58367944e+00,2.31192875e+00,1.80000000e+00,1.74213995e+00,4.02176746e-01,-2.95235340e-02,1.58367944e+00,4.88863906e-03,-1.72668516e-04,-1.58219358e-04,2.52993395e-05,-5.39875121e-05
2.09429024e-09,1.59444879e+00,2.31600191e+00,1.80000000e+00,1.71751676e+00,3.58640474e-01,-2.53451876e-02,1.59444879e+00,5.85771985e-03,-1.75585367e-04,-1.61482444e-04,2.79349310e-05,-4.24757297e-05
2.09488854e-09,1.61598748e+00,2.32423468e+00,1.80000000e+00,1.67023572e+00,2.80350296e-01,-1.53026914e-02,1.61598748e+00,8.54435854e-03,-1.79230019e-04,-1.64454480e-04,3.92056119e-05,-1.96803320e-05
2.09548684e-09,1.63752617e+00,2.33259635e+00,1.80000000e+00,1.62624926e+00,2.15382263e-01,-3.52562747e-03,1.63752617e+00,1.25542662e-02,-1.68860692e-04,-1.54720011e-04,3.95316307e-05,-8.64328629e-06
2.09608514e-09,1.65906486e+00,2.34107872e+00,1.80000000e+00,1.58623294e+00,1.63312898e-01,9.05593181e-03,1.65906486e+00,1.75632691e-02,-1.64809597e-04,-1.51211400e-04,4.45841806e-05,1.27137696e-05
2.09668343e-09,1.68060355e+00,2.34964166e+00,1.80000000e+00,1.55018185e+00,1.22618501e-01,2.19951909e-02,1.68060355e+00,2.32280624e-02,-1.52359352e-04,-1.39709364e-04,4.19230836e-05,2.15399876e-05
2.09788003e-09,1.72368094e+00,2.36687624e+00,1.80000000e+00,1.48919150e+00,6.78080999e-02,4.60666899e-02,1.72368094e+00,3.37233958e-02,-1.44394763e-04,-1.32457538e-04,3.85436387e-05,4.88241423e-05
2.09907662e-09,1.76675832e+00,2.38400954e+00,1.80000000e+00,1.44076331e+00,3.84403102e-02,6.74725508e-02,1.76675832e+00,4.48809279e-02,-1.29809506e-04,-1.21495661e-04,3.30123312e-05,5.93552675e-05
2.10000000e-09,1.80000000e+00,2.39697175e+00,1.80000000e+00,1.41013373e+00,2.64684526e-02,8.15640227e-02,1.80000000e+00,5.27223010e-02,-1.33000400e-04,-1.24549224e-04,2.80306751e-05,7.22719020e-05
2.10011966e-09,1.80000000e+00,2.39645779e+00,1.80000000e+00,1.40529373e+00,2.37410975e-02,8.22732729e-02,1.80000000e+00,5.07142520e-02,-3.02869458e-05,-2.46188906e-05,1.18544831e-05,-2.83979932e-05
2.10023932e-09,1.80000000e+00,2.39614507e+00,1.80000000e+00,1.40069421e+00,2.12744356e-02,8.29267719e-02,1.80000000e+00,4.91153450e-02,-2.28735983e-05,-1.80199912e-05,1.09226527e-05,-3.63724453e-05
2.10047864e-09,1.80000000e+00,2.39556905e+00,1.80000000e+00,1.39172086e+00,1.66996351e-02,8.41153962e-02,1.80000000e+00,4.65090099e-02,-1.77858727e-05,-1.39615996e-05,8.94414095e-06,-3.59821270e-05
2.10095728e-09,1.80000000e+00,2.39446662e+00,1.80000000e+00,1.37494030e+00,9.38242921e-03,8.59257336e-02,1.80000000e+00,4.37842443e-02,-1.31852417e-05,-1.06194619e-05,6.18494578e-06,-3.01005185e-05
2.10191455e-09,1.80000000e+00,2.39236039e+00,1.80000000e+00,1.34526384e+00,6.80135515e-05,8.81168772e-02,1.80000000e+00,4.26419960e-02,-6.79181500e-06,-5.63377859e-06,2.97080619e-06,-2.52244175e-05
2.10382910e-09,1.80000000e+00,2.38849013e+00,1.80000000e+00,1.29677848e+00,-8.07233789e-03,8.88400680e-02,1.80000000e+00,4.34332810e-02,-3.77193300e-06,-3.86813528e-06,-1.45987011e-06,-1.70880486e-05
2.10574365e-09,1.80000000e+00,2.38497116e+00,1.80000000e+00,1.25957702e+00,-7.91807825e-03,8.62996683e-02,1.80000000e+00,4.30274741e-02,-2.25021999e-06,-3.13375548e-06,-3.84769400e-06,-1.28561703e-05
2.10765820e-09,1.80000000e+00,2.38171281e+00,1.80000000e+00,1.22916763e+00,-6.70477266e-03,8.13344041e-02,1.80000000e+00,4.11651034e-02,-3.17136039e-06,-4.44593479e-06,-6.52605069e-06,-1.12576457e-05
2.11148730e-09,1.80000000e+00,2.37578708e+00,1.80000000e+00,1.18154465e+00,-4.66687280e-03,6.85119499e-02,1.80000000e+00,3.53552855e-02,-2.09677599e-06,-3.63420568e-06,-6.86869129e-06,-7.64307900e-06
2.11914550e-09,1.80000000e+00,2.36574778e+00,1.80000000e+00,1.11806938e+00,-2.34013613e-03,4.38552736e-02,1.80000000e+00,2.30224083e-02,-2.41618485e-06,-3.55806408e-06,-6.00988140e-06,-4.96770261e-06
2.12680371e-09,1.80000000e+00,2.35750057e+00,1.80000000e+00,1.07917151e+00,-1.30905238e-03,2.67996925e-02,1.80000000e+00,1.40860463e-02,-9.52995953e-07,-1.61471136e-06,-2.89851881e-06,-2.72622019e-06
2.13446191e-09,1.80000000e+00,2.35050636e+00,1.80000000e+00,1.05250707e+00,-7.43923037e-04,1.69475965e-02,1.80000000e+00,8.87161133e-03,-1.47779751e-06,-1.80290123e-06,-2.24738707e-06,-2.45536541e-06
2.14977831e-09,1.80000000e+00,2.33895389e+00,1.80000000e+00,1.01661239e+00,-2.70799426e-04,7.79107108e-03,1.80000000e+00,4.01281080e-03,-2.12104662e-07,-2.83996997e-07,-1.43912074e-07,-9.67083119e-07
2.16509471e-09,1.80000000e+00,2.32973512e+00,1.80000000e+00,9.93725330e-01,-9.82421746e-05,4.78284257e-03,1.80000000e+00,2.44334811e-03,-9.10656195e-07,-9.02735694e-07,-6.41710633e-07,-1.18834067e-06
2.19572752e-09,1.80000000e+00,2.31526682e+00,1.80000000e+00,9.63606349e-01,4.49262647e-06,2.46033971e-03,1.80000000e+00,1.24331323e-03,1.17695225e-07,1.32035470e-07,3.38440622e-07,-2.40617339e-07
2.22636033e-09,1.80000000e+00,2.30428972e+00,1.80000000e+00,9.44361697e-01,3.47231510e-05,1.68088978e-03,1.80000000e+00,8.48843499e-04,-6.61880564e-07,-6.28934395e-07,-4.40220384e-07,-6.91650277e-07
2.28762594e-09,1.80000000e+00,2.28766049e+00,1.80000000e+00,9.18414351e-01,3.84612847e-05,9.46324616e-04,1.80000000e+00,4.75001897e-04,2.77242301e-07,2.87483063e-07,3.92261006e-07,4.73678376e-08
2.34889155e-09,1.80000000e+00,2.27545172e+00,1.80000000e+00,9.01231636e-01,3.95021056e-05,6.80877801e-04,1.80000000e+00,3.42246882e-04,-5.37765675e-07,-5.12015302e-07,-4.09591890e-07,-4.86546330e-07
2.44889155e-09,1.80000000e+00,2.26031120e+00,1.80000000e+00,8.81203177e-01,2.77923689e-05,4.35551352e-04,1.80000000e+00,2.18063489e-04,3.51112772e-07,3.53285362e-07,3.99778832e-07,1.65819353e-07
2.54889155e-09,1.80000000e+00,2.24884623e+00,1.80000000e+00,8.66721343e-01,2.75917208e-05,3.34919457e-04,1.80000000e+00,1.68016799e-04,-4.83043753e-07,-4.63603936e-07,-4.03804108e-07,-4.02099361e-07
2.60000000e-09,1.80000000e+00,2.24391656e+00,1.80000000e+00,8.60634985e-01,1.99708772e-05,2.88188960e-04,1.80000000e+00,1.44323840e-04,3.74864553e-07,3.73260788e-07,4.00146748e-07,2.05476725e-07
2.60138280e-09,1.80000000e+00,2.23347788e+00,1.80000000e+00,8.54904279e-01,-5.07076651e-03,-8.07450637e-03,1.75021911e+00,-9.16929065e-03,-8.10039784e-06,1.17669355e-04,-1.20952847e-05,-5.46395517e-05
2.60247732e-09,1.80000000e+00,2.22466123e+00,1.80000000e+00,8.51002285e-01,-7.22350241e-03,-1.39744687e-02,1.71081644e+00,-1.35435612e-02,-6.20074597e-06,1.20029371e-04,-1.07809283e-05,-5.37329701e-05
2.60357184e-09,1.80000000e+00,2.21526348e+00,1.80000000e+00,8.47252819e-01,-8.74975485e-03,-1.96125265e-02,1.67141378e+00,-1.72745019e-02,-5.29922146e-06,1.21188827e-04,-9.82377806e-06,-5.26428486e-05
2.60576088e-09,1.80000000e+00,2.19466785e+00,1.80000000e+00,8.40188486e-01,-9.80116280e-03,-2.88322147e-02,1.59260845e+00,-2.20594050e-02,-4.41789935e-06,1.22341179e-04,-7.02324430e-06,-5.18908304e-05
2.61013895e-09,1.80000000e+00,2.14590608e+00,1.80000000e+00,8.24696358e-01,-1.05047790e-02,-4.13374536e-02,1.43499780e+00,-2.76502690e-02,-4.16905302e-06,1.22939765e-04,-4.40208992e-06,-5.13131476e-05
2.61451702e-09,1.80000000e+00,2.08639930e+00,1.80000000e+00,8.03290554e-01,-1.17172945e-02,-4.93434123e-02,1.27738714e+00,-2.99530108e-02,-3.44541473e-06,1.24470458e-04,-2.91250473e-06,-5.22302777e-05
2.61889510e-09,1.80000000e+00,2.01490238e+00,1.80000000e+00,7.69322485e-01,-1.36596611e-02,-5.57062690e-02,1.11977649e+00,-3.02027041e-02,-3.49488243e-06,1.27660331e-04,-2.90087992e-06,-5.50131947e-05
2.62327317e-09,1.80000000e+00,1.92916555e+00,1.80000000e+00,7.19522078e-01,-1.58315150e-02,-6.26743965e-02,9.62165836e-01,-2.86652715e-02,-3.04626863e-06,1.32803273e-04,-3.46550670e-06,-6.08110040e-05
2.62765124e-09,1.80000000e+00,1.82163113e+00,1.80000000e+00,6.72502601e-01,-1.67806165e-02,-7.29221445e-02,8.04555181e-01,-2.46017394e-02,-2.64934599e-06,1.40675900e-04,-5.89728494e-06,-7.28777076e-05
2.63202932e-09,1.80000000e+00,1.74337766e+00,1.80000000e+00,6.72965095e-01,-1.44698849e-02,-8.78180996e-02,6.46944527e-01,-1.68799166e-02,1.57926686e-06,1.44855407e-04,-7.71231235e-06,-8.94465216e-05
2.63566100e-09,1.80000000e+00,1.69805078e+00,1.80000000e+00,7.37317199e-01,-8.25192070e-03,-1.02244382e-01,5.16203870e-01,-1.02843343e-02,2.11021428e-06,1.38006766e-04,-8.17704194e-06,-9.48210283e-05
2.63892952e-09,1.80000000e+00,1.67351004e+00,1.80000000e+00,8.45598881e-01,1.18110079e-03,-1.16976012e-01,3.98537279e-01,-8.33737583e-03,4.88055259e-06,1.41173045e-04,-9.85148062e-06,-1.09692543e-04
2.64219804e-09,1.80000000e+00,1.66454156e+00,1.80000000e+00,9.85269998e-01,1.30482551e-02,-1.35125193e-01,2.80870688e-01,-7.12379558e-03,5.39384736e-06,1.38813862e-04,-1.23594290e-05,-1.17936050e-04
2.64546655e-09,1.80000000e+00,1.66686981e+00,1.80000000e+00,1.13627534e+00,2.46949156e-02,-1.52763649e-01,1.63204097e-01,-6.57312204e-03,5.70225574e-06,1.44112312e-04,-9.22645797e-06,-1.35779634e-04
2.64873507e-09,1.80000000e+00,1.67586288e+00,1.80000000e+00,1.26860070e+00,2.85894730e-02,-1.58732277e-01,4.55375054e-02,-6.27695657e-03,2.17212764e-06,1.45708349e-04,1.92207037e-06,-1.48457654e-04
2.65000000e-09,1.80000000e+00,1.68016318e+00,1.80000000e+00,1.30787417e+00,2.70177164e-02,-1.55689784e-01,2.44249065e-15,-6.19745327e-03,1.67639174e-06,1.52280423e-04,7.69898808e-06,-1.57854515e-04
2.65032685e-09,1.80000000e+00,1.68723048e+00,1.80000000e+00,1.32079521e+00,2.81550443e-02,-1.53761475e-01,0.00000000e+00,-4.36699036e-03,9.03811461e-06,2.46293032e-05,1.17992940e-05,-7.39651761e-05
2.65061313e-09,1.80000000e+00,1.69298998e+00,1.80000000e+00,1.33128116e+00,2.88413657e-02,-1.51880522e-01,0.00000000e+00,-3.20957835e-03,7.30028628e-06,2.26729101e-05,1.31409343e-05,-7.31284158e-05
2.65118567e-09,1.80000000e+00,1.70388382e+00,1.80000000e+00,1.35073268e+00,2.97307207e-02,-1.47706073e-01,0.00000000e+00,-1.51580697e-03,4.91792993e-06,2.12830610e-05,1.60231031e-05,-7.35409338e-05
2.65233077e-09,1.80000000e+00,1.72248268e+00,1.80000000e+00,1.38266606e+00,2.95226745e-02,-1.37074001e-01,0.00000000e+00,-2.85620642e-04,2.53851596e-06,1.80631686e-05,2.11164198e-05,-7.32923374e-05
2.65347586e-09,1.80000000e+00,1.73747745e+00,1.80000000e+00,1.40728326e+00,2.77044870e-02,-1.23659275e-01,0.00000000e+00,-1.04079998e-04,1.18342691e-06,1.58433499e-05,2.57433570e-05,-7.27627691e-05
2.65462096e-09,1.80000000e+00,1.74957030e+00,1.80000000e+00,1.42645909e+00,2.51901952e-02,-1.07802922e-01,0.00000000e+00,-7.72999412e-05,6.46746865e-07,1.34601419e-05,2.96454139e-05,-7.17806418e-05
2.65691115e-09,1.80000000e+00,1.76734636e+00,1.80000000e+00,1.45370903e+00,1.99450934e-02,-7.01786553e-02,0.00000000e+00,-6.18192976e-05,-1.12615872e-07,1.05162176e-05,3.60683684e-05,-7.00794803e-05
2.66149153e-09,1.80000000e+00,1.78689970e+00,1.80000000e+00,1.48303086e+00,1.21201394e-02,2.13768389e-02,0.00000000e+00,-4.71900919e-07,-9.96142558e-08,6.49607441e-06,4.38861180e-05,-6.68504828e-05
2.66607191e-09,1.80000000e+00,1.79475614e+00,1.80000000e+00,1.49584930e+00,8.31105048e-03,1.25354279e-01,0.00000000e+00,-3.76545819e-06,-1.16613096e-07,5.31486784e-06,4.69163282e-05,-6.49947062e-05
2.67065229e-09,1.80000000e+00,1.79790262e+00,1.80000000e+00,1.50306754e+00,6.88846602e-03,2.34640363e-01,0.00000000e+00,2.33907642e-06,1.26161849e-07,4.58583992e-06,4.85221023e-05,-6.34726883e-05
2.67981305e-09,1.80000000e+00,1.79983898e+00,1.80000000e+00,1.51339960e+00,6.12525869e-03,4.55858682e-01,0.00000000e+00,-1.32831063e-07,-1.25719991e-08,4.44838794e-06,4.80717572e-05,-6.15411595e-05
2.68897381e-09,1.80000000e+00,1.79998752e+00,1.80000000e+00,1.52288197e+00,6.09125628e-03,6.73926698e-01,0.00000000e+00,1.41826820e-06,1.68678040e-07,4.17011392e-06,4.71465384e-05,-5.93805356e-05
2.69813457e-09,1.80000000e+00,1.79999920e+00,1.80000000e+00,1.53367314e+00,6.13238989e-03,8.84537293e-01,0.00000000e+00,5.34845285e-07,1.55098049e-08,4.33277658e-06,4.48155122e-05,-5.71575243e-05
2.70729534e-09,1.80000000e+00,1.79999984e+00,1.80000000e+00,1.54781961e+00,6.58748406e-03,1.08156602e+00,0.00000000e+00,9.43140720e-07,2.75435104e-07,4.10409999e-06,4.12160847e-05,-5.32570045e-05
2.71645610e-09,1.80000000e+00,1.80000038e+00,1.80000000e+00,1.56931934e+00,8.61094267e-03,1.24839164e+00,0.00000000e+00,5.77251989e-07,3.29803145e-07,4.22021910e-06,3.16274787e-05,-4.60508066e-05
2.72561686e-09,1.80000000e+00,1.79999996e+00,1.80000000e+00,1.59880182e+00,1.04816790e-02,1.37569426e+00,0.00000000e+00,4.74880377e-07,3.90197270e-07,3.77587025e-06,2.39585652e-05,-3.87779145e-05
2.73477762e-09,1.80000000e+00,1.80000009e+00,1.80000000e+00,1.63237550e+00,9.95837439e-03,1.47306371e+00,0.00000000e+00,4.20081305e-07,1.06954002e-07,3.78148112e-06,1.85573103e-05,-3.27038481e-05
2.74393838e-09,1.80000000e+00,1.79999973e+00,1.80000000e+00,1.66481766e+00,8.58217027e-03,1.54901191e+00,0.00000000e+00,2.34346471e-07,2.68828980e-07,3.04626145e-06,1.46050901e-05,-2.62878428e-05
2.75309914e-09,1.80000000e+00,1.79999999e+00,1.80000000e+00,1.69334795e+00,7.04913227e-03,1.60829275e+00,0.00000000e+00,3.10969255e-07,2.34861723e-08,2.82660777e-06,1.12795890e-05,-2.13382945e-05
2.76225990e-09,1.80000000e+00,1.79999974e+00,1.80000000e+00,1.71713322e+00,5.62954367e-03,1.65427642e+00,0.00000000e+00,9.44964546e-08,2.04158054e-07,2.03584906e-06,8.79894708e-06,-1.64132078e-05
2.77142066e-09,1.80000000e+00,1.80000002e+00,1.80000000e+00,1.73630520e+00,4.41041228e-03,1.68967942e+00,0.00000000e+00,2.32546805e-07,-2.89166533e-08,1.88100458e-06,6.65959230e-06,-1.30772649e-05
2.78058142e-09,1.80000000e+00,1.79999978e+00,1.80000000e+00,1.75142151e+00,3.41194422e-03,1.71675669e+00,0.00000000e+00,9.37645413e-09,1.63565822e-07,1.20951669e-06,5.16356168e-06,-9.70551765e-06
2.79890295e-09,1.80000000e+00,1.80000008e+00,1.80000000e+00,1.77243146e+00,1.97225713e-03,1.75342794e+00,0.00000000e+00,1.59853725e-07,-7.18326575e-08,9.44736824e-07,2.84259541e-06,-5.86331646e-06
2.83554599e-09,1.80000000e+00,1.79999985e+00,1.80000000e+00,1.79237006e+00,5.55304296e-04,1.78726543e+00,0.00000000e+00,-8.42897827e-08,1.16257427e-07,8.02646804e-08,8.51147450e-07,-1.39276216e-06
2.87218904e-09,1.80000000e+00,1.80000014e+00,1.80000000e+00,1.79795622e+00,1.47998406e-04,1.79658576e+00,0.00000000e+00,1.07949084e-07,-1.02704146e-07,2.07614692e-07,1.66271247e-07,-6.19356018e-07
2.90883208e-09,1.80000000e+00,1.79999986e+00,1.80000000e+00,1.79945123e+00,4.07165381e-05,1.79909292e+00,0.00000000e+00,-1.04061517e-07,1.06658484e-07,-1.30493675e-07,1.07412646e-07,7.83111255e-08
2.94547513e-09,1.80000000e+00,1.80000014e+00,1.80000000e+00,1.79985656e+00,9.88886838e-06,1.79975689e+00,0.00000000e+00,1.07692605e-07,-1.05629136e-07,1.51455909e-07,-3.49327401e-08,-2.22524246e-07
3.01876121e-09,1.80000000e+00,1.79999986e+00,1.80000000e+00,1.80001026e+00,-1.23945010e-07,1.80002021e+00,0.00000000e+00,-1.08032397e-07,1.05855049e-07,-1.47557527e-07,4.93051947e-08,1.94311616e-07
3.05000000e-09,1.80000000e+00,1.80000014e+00,1.80000000e+00,1.80000329e+00,-9.38186223e-07,1.80000426e+00,0.00000000e+00,1.10085460e-07,-1.05925688e-07,1.47303584e-07,-5.13478909e-08,-1.90732168e-07
3.05125000e-09,1.80000000e+00,1.82640033e+00,1.80000000e+00,1.81605125e+00,4.50574939e-03,1.80452965e+00,4.50000000e-02,3.19397085e-03,6.13879559e-06,-1.25678895e-04,7.24062168e-06,7.73785756e-05
3.05215453e-09,1.80000000e+00,1.84134355e+00,1.80000000e+00,1.82483195e+00,6.72497460e-03,1.80792727e+00,7.75631678e-02,4.47279823e-03,4.31325858e-06,-1.30133359e-04,7.51242890e-06,8.16319271e-05
3.05305906e-09,1.80000000e+00,1.85452833e+00,1.80000000e+00,1.83248219e+00,8.53281789e-03,1.81137825e+00,1.10126336e-01,5.40141798e-03,2.94285263e-06,-1.33395929e-04,7.74844341e-06,8.50064341e-05
3.05486813e-09,1.80000000e+00,1.87365124e+00,1.80000000e+00,1.84329158e+00,1.04640955e-02,1.81846910e+00,1.75252671e-01,6.07328756e-03,1.55878355e-06,-1.37556030e-04,7.93003891e-06,8.91270588e-05
3.05667719e-09,1.80000000e+00,1.88685516e+00,1.80000000e+00,1.85092570e+00,1.12230063e-02,1.82563645e+00,2.40379007e-01,6.26628807e-03,1.10985879e-06,-1.38962176e-04,7.91758161e-06,9.10838944e-05
