TIME,V(XTOP:P),V(XTOP:IN),V(XTOP:VPWR),V(XTOP:X),I(XTOP:VIN_DRIVER),I(XTOP:CLOADP),I(XTOP:CLOADX),I(XTOP:VPOWER)
9.25098724e-10,8.33053747e-03,1.80000000e+00,1.80000000e+00,1.68610663e+00,-6.58728671e-07,-7.16950110e-07,1.49393775e-05,-1.92013582e-05
9.30258185e-10,6.58032693e-03,1.80000000e+00,1.80000000e+00,1.71799113e+00,3.55995492e-07,-6.39943962e-07,9.77987722e-06,-1.44651886e-05
9.35417646e-10,5.03772598e-03,1.80000000e+00,1.80000000e+00,1.74113682e+00,-6.24032980e-07,-5.55995634e-07,8.16438464e-06,-1.02475759e-05
9.40577107e-10,3.77785289e-03,1.80000000e+00,1.80000000e+00,1.75785045e+00,4.06002456e-07,-4.20752184e-07,4.79327150e-06,-7.73487073e-06
9.50896029e-10,2.01548108e-03,1.80000000e+00,1.80000000e+00,1.77889365e+00,-5.59251532e-07,-2.62409016e-07,3.36386189e-06,-3.66827930e-06
9.71533874e-10,4.29656179e-04,1.80000000e+00,1.80000000e+00,1.79580846e+00,4.90517873e-07,-4.49534937e-08,-8.54557510e-08,-9.49966229e-07
1.01280956e-09,-7.05123978e-05,1.80000000e+00,1.80000000e+00,1.80065172e+00,-5.01218260e-07,-3.51751606e-09,5.54813130e-07,2.87155259e-07
1.04995768e-09,1.19227675e-05,1.80000000e+00,1.80000000e+00,1.79989793e+00,5.03024560e-07,1.23938916e-08,-6.35979876e-07,-1.74557177e-07
1.08710580e-09,-2.36628439e-06,1.80000000e+00,1.80000000e+00,1.80001036e+00,-5.03436433e-07,-1.39324946e-08,6.48086517e-07,1.57084359e-07
1.10000000e-09,6.10418081e-07,1.80000000e+00,1.80000000e+00,1.80000367e+00,5.03836126e-07,1.48559184e-08,-6.50160572e-07,-1.53326564e-07
1.10092870e-09,-3.28208726e-03,1.76656669e+00,1.80000000e+00,1.79928646e+00,4.69458663e-05,-7.06942413e-06,-1.54454511e-06,-2.04620935e-05
1.10162886e-09,-5.48797708e-03,1.74136107e+00,1.80000000e+00,1.79883076e+00,4.71460893e-05,-6.30113562e-06,-1.30172714e-06,-2.03054120e-05
1.10302917e-09,-9.46037723e-03,1.69094981e+00,1.80000000e+00,1.79805756e+00,4.71316276e-05,-5.04604586e-06,-9.06905152e-07,-1.96290396e-05
1.10582980e-09,-1.54336476e-02,1.59012731e+00,1.80000000e+00,1.79712917e+00,4.73951943e-05,-3.48529296e-06,-4.19069193e-07,-1.89779330e-05
1.11143105e-09,-2.40507108e-02,1.38848230e+00,1.80000000e+00,1.79636843e+00,4.84963502e-05,-2.66837836e-06,-1.24199182e-07,-1.86974388e-05
1.12263355e-09,-4.65494242e-02,9.85192290e-01,1.80000000e+00,1.79462091e+00,5.73915364e-05,-5.36508297e-06,-4.99775346e-07,-2.56981470e-05
1.13383605e-09,-5.42060026e-02,5.81902277e-01,1.80000000e+00,1.79635137e+00,5.94749928e-05,2.63120100e-06,1.11766006e-06,-5.12869472e-05
1.13510685e-09,-5.02818977e-02,5.36153276e-01,1.80000000e+00,1.79748288e+00,5.67958210e-05,6.17577536e-06,1.78076760e-06,-5.43498149e-05
1.13637766e-09,-4.51803190e-02,4.90404275e-01,1.80000000e+00,1.79882747e+00,5.50871845e-05,9.88200372e-06,2.45148290e-06,-5.85190504e-05
1.13891927e-09,-2.83445864e-02,3.98906274e-01,1.80000000e+00,1.80297730e+00,5.49598281e-05,1.66141542e-05,4.07954249e-06,-6.83265731e-05
1.14146088e-09,-2.08927479e-03,3.07408272e-01,1.80000000e+00,1.80884435e+00,5.34139383e-05,2.47065829e-05,5.15404889e-06,-7.79810904e-05
1.14400249e-09,3.36474708e-02,2.15910271e-01,1.80000000e+00,1.81599873e+00,5.54592175e-05,3.15360812e-05,6.10554234e-06,-8.89203088e-05
1.14654410e-09,7.94607555e-02,1.24412270e-01,1.80000000e+00,1.82443987e+00,5.44291066e-05,4.05650893e-05,7.17917236e-06,-9.92436242e-05
1.14908571e-09,1.35346893e-01,3.29142683e-02,1.80000000e+00,1.83407676e+00,5.72515892e-05,4.73887853e-05,7.98740584e-06,-1.10559572e-04
1.15000000e-09,1.57919029e-01,-4.88498131e-15,1.80000000e+00,1.83783529e+00,5.57252493e-05,5.13643629e-05,8.45618112e-06,-1.13946968e-04
1.15025416e-09,1.65506460e-01,0.00000000e+00,1.80000000e+00,1.83918413e+00,5.18312258e-06,5.97056845e-05,1.06140698e-05,-8.70594396e-05
1.15050832e-09,1.73076371e-01,0.00000000e+00,1.80000000e+00,1.84051033e+00,4.91286742e-06,5.95678096e-05,1.04359083e-05,-8.65888761e-05
1.15101664e-09,1.88198835e-01,0.00000000e+00,1.80000000e+00,1.84312371e+00,4.88688946e-06,5.94312312e-05,1.01288363e-05,-8.59560441e-05
1.15203329e-09,2.18322825e-01,0.00000000e+00,1.80000000e+00,1.84812980e+00,4.87550732e-06,5.90919731e-05,9.56768176e-06,-8.48439042e-05
1.15406658e-09,2.78076415e-01,0.00000000e+00,1.80000000e+00,1.85740953e+00,4.81094310e-06,5.84586394e-05,8.68792761e-06,-8.28379606e-05
1.15813316e-09,3.95490485e-01,0.00000000e+00,1.80000000e+00,1.87403677e+00,4.71263783e-06,5.70331331e-05,7.66708637e-06,-7.98120952e-05
1.16626631e-09,6.20397737e-01,0.00000000e+00,1.80000000e+00,1.90408361e+00,4.42461077e-06,5.35794069e-05,7.11037474e-06,-7.63551230e-05
1.17439947e-09,8.27693290e-01,0.00000000e+00,1.80000000e+00,1.91261723e+00,4.04138521e-06,4.83714524e-05,-2.91342037e-06,-7.73355133e-05
1.17563127e-09,8.57051997e-01,0.00000000e+00,1.80000000e+00,1.90879640e+00,3.98454667e-06,4.76676725e-05,-6.20361714e-06,-7.77454888e-05
1.17686308e-09,8.86127718e-01,0.00000000e+00,1.80000000e+00,1.90380968e+00,3.93033835e-06,4.67487445e-05,-9.98957773e-06,-7.82969085e-05
1.17932670e-09,9.42493143e-01,0.00000000e+00,1.80000000e+00,1.88651839e+00,3.78447338e-06,4.47678418e-05,-1.80850726e-05,-7.91440000e-05
1.18179031e-09,9.96732319e-01,0.00000000e+00,1.80000000e+00,1.85829122e+00,3.71945078e-06,4.32965029e-05,-2.77453957e-05,-7.96689422e-05
1.18425393e-09,1.04974110e+00,0.00000000e+00,1.80000000e+00,1.81701860e+00,3.73782303e-06,4.27701395e-05,-3.92660735e-05,-7.94780503e-05
1.18671755e-09,1.10149389e+00,0.00000000e+00,1.80000000e+00,1.76492817e+00,3.73954655e-06,4.12572349e-05,-4.53095006e-05,-8.35793764e-05
1.18918116e-09,1.15365660e+00,0.00000000e+00,1.80000000e+00,1.69501006e+00,4.13406925e-06,4.34356971e-05,-6.82116186e-05,-7.53512499e-05
1.19164478e-09,1.20436365e+00,0.00000000e+00,1.80000000e+00,1.60881897e+00,4.07481072e-06,3.88937831e-05,-7.17308152e-05,-7.75442250e-05
1.19410839e-09,1.25215282e+00,0.00000000e+00,1.80000000e+00,1.50982064e+00,4.49111570e-06,3.86981406e-05,-8.90058227e-05,-7.04282532e-05
1.19657201e-09,1.29653689e+00,0.00000000e+00,1.80000000e+00,1.39938982e+00,4.55182742e-06,3.33651597e-05,-9.02929608e-05,-7.17470011e-05
1.19903562e-09,1.33746611e+00,0.00000000e+00,1.80000000e+00,1.27892405e+00,5.02793443e-06,3.30887417e-05,-1.05298860e-04,-6.43639140e-05
1.20149924e-09,1.37492306e+00,0.00000000e+00,1.80000000e+00,1.14978101e+00,4.97067296e-06,2.77274686e-05,-1.04381621e-04,-6.51344649e-05
1.20396286e-09,1.40916403e+00,0.00000000e+00,1.80000000e+00,1.01347913e+00,5.27450726e-06,2.78671979e-05,-1.16922184e-04,-5.79122791e-05
1.20642647e-09,1.44033708e+00,0.00000000e+00,1.80000000e+00,8.71529864e-01,4.97376455e-06,2.27463011e-05,-1.13550879e-04,-5.84790822e-05
1.21135370e-09,1.49467643e+00,0.00000000e+00,1.80000000e+00,5.79197846e-01,4.95998046e-06,2.13671937e-05,-1.23768615e-04,-4.84598417e-05
1.21628093e-09,1.53802237e+00,0.00000000e+00,1.80000000e+00,3.09336809e-01,3.79690415e-06,1.38216886e-05,-9.53086008e-05,-4.62311360e-05
1.21694567e-09,1.54289111e+00,0.00000000e+00,1.80000000e+00,2.78753357e-01,3.80251591e-06,1.46485873e-05,-9.20164719e-05,-4.37070569e-05
1.21761041e-09,1.54764490e+00,0.00000000e+00,1.80000000e+00,2.49494479e-01,3.68067124e-06,1.39568819e-05,-8.40459701e-05,-4.26892934e-05
1.21893989e-09,1.55705337e+00,0.00000000e+00,1.80000000e+00,1.97874492e-01,3.80958991e-06,1.43503855e-05,-7.12631524e-05,-4.06551280e-05
1.22026937e-09,1.56650139e+00,0.00000000e+00,1.80000000e+00,1.55123509e-01,3.82043681e-06,1.40758861e-05,-5.73617825e-05,-3.84844840e-05
1.22159884e-09,1.57607445e+00,0.00000000e+00,1.80000000e+00,1.20504070e-01,4.01944965e-06,1.47265855e-05,-4.67977681e-05,-3.64216203e-05
1.22292832e-09,1.58575657e+00,0.00000000e+00,1.80000000e+00,9.29916264e-02,4.01642740e-06,1.44040137e-05,-3.59789545e-05,-3.43626921e-05
1.22425780e-09,1.59548457e+00,0.00000000e+00,1.80000000e+00,7.14730388e-02,4.16386488e-06,1.48646398e-05,-2.87640471e-05,-3.24756085e-05
1.22691675e-09,1.61470748e+00,0.00000000e+00,1.80000000e+00,4.18128800e-02,4.06758484e-06,1.40533536e-05,-1.58552313e-05,-2.89319655e-05
1.23223466e-09,1.65044203e+00,0.00000000e+00,1.80000000e+00,1.40840720e-02,3.83116857e-06,1.28252939e-05,-5.00169355e-06,-2.31115559e-05
1.23755257e-09,1.68100947e+00,0.00000000e+00,1.80000000e+00,6.30017835e-03,3.15967623e-06,1.01667766e-05,-8.53159121e-07,-1.84863334e-05
1.24287048e-09,1.70594143e+00,0.00000000e+00,1.80000000e+00,3.85882025e-03,2.68858117e-06,8.58643559e-06,-9.83170173e-07,-1.47971217e-05
1.24818839e-09,1.72590039e+00,0.00000000e+00,1.80000000e+00,2.78605767e-03,2.08075886e-06,6.42620010e-06,1.76264646e-07,-1.17528207e-05
1.25882421e-09,1.75456949e+00,0.00000000e+00,1.80000000e+00,1.62571371e-03,1.40824977e-06,4.35589420e-06,-6.12655689e-07,-7.33508729e-06
1.26946003e-09,1.77230354e+00,0.00000000e+00,1.80000000e+00,9.92641966e-04,7.85058016e-07,2.31366140e-06,3.74565220e-07,-4.49682405e-06
1.28009584e-09,1.78317185e+00,0.00000000e+00,1.80000000e+00,6.00031119e-04,5.71775676e-07,1.77377696e-06,-5.22221313e-07,-2.76609005e-06
1.30000000e-09,1.79375319e+00,0.00000000e+00,1.80000000e+00,2.21244252e-04,1.38778081e-07,3.52680678e-07,4.46099146e-07,-1.01692565e-06
1.30066748e-09,1.79776283e+00,2.40293442e-02,1.80000000e+00,7.55419564e-04,-5.44437193e-05,1.20142425e-05,1.60056896e-06,2.60128261e-05
1.30120823e-09,1.80100813e+00,4.34963707e-02,1.80000000e+00,1.13228939e-03,-5.46041230e-05,1.20029334e-05,1.39387634e-06,2.61492236e-05
1.30228973e-09,1.80778333e+00,8.24304237e-02,1.80000000e+00,1.83263217e-03,-5.48028104e-05,1.30555777e-05,1.19638468e-06,2.49527366e-05
1.30445274e-09,1.82033335e+00,1.60298530e-01,1.80000000e+00,2.63223669e-03,-5.46938620e-05,1.01529244e-05,2.82308666e-07,2.89029646e-05
1.30877874e-09,1.84262318e+00,3.16034742e-01,1.80000000e+00,3.04224696e-03,-5.51147091e-05,1.04571580e-05,9.68034160e-08,2.91079103e-05
1.31743075e-09,1.88333257e+00,6.27507165e-01,1.80000000e+00,2.85251146e-03,-5.69556649e-05,8.36361423e-06,-1.84521976e-07,3.16540465e-05
1.32608277e-09,1.88903163e+00,9.38979589e-01,1.80000000e+00,1.86223427e-04,-6.43432175e-05,-5.72882059e-06,-1.04815690e-06,1.84641787e-05
1.32710123e-09,1.88339133e+00,9.75644324e-01,1.80000000e+00,-6.24199876e-04,-6.27991454e-05,-1.10760880e-05,-1.59146054e-06,1.70495203e-05
1.32811970e-09,1.87651506e+00,1.01230906e+00,1.80000000e+00,-1.53643708e-03,-6.20029914e-05,-1.59303207e-05,-1.99133259e-06,1.44338335e-05
1.33015663e-09,1.85543500e+00,1.08563853e+00,1.80000000e+00,-3.74640947e-03,-6.20989468e-05,-2.54654294e-05,-2.34847828e-06,1.04163351e-05
1.33219356e-09,1.82329635e+00,1.15896799e+00,1.80000000e+00,-6.49964131e-03,-5.75852370e-05,-3.76465155e-05,-3.05815282e-06,4.96591613e-06
1.33423049e-09,1.78021836e+00,1.23229746e+00,1.80000000e+00,-9.59609089e-03,-5.60811757e-05,-4.69474520e-05,-3.02246866e-06,-1.37071342e-06
1.33626741e-09,1.72481469e+00,1.30562693e+00,1.80000000e+00,-1.31913872e-02,-5.09122102e-05,-6.18509442e-05,-4.03775805e-06,-3.59765496e-06
1.33830434e-09,1.65765347e+00,1.37895640e+00,1.80000000e+00,-1.71747108e-02,-5.31843586e-05,-7.00362218e-05,-3.78445320e-06,-7.28159368e-06
1.34034127e-09,1.58009032e+00,1.45228587e+00,1.80000000e+00,-2.14805055e-02,-5.13389506e-05,-8.22776230e-05,-4.67100742e-06,-9.23035286e-06
1.34237820e-09,1.49257083e+00,1.52561534e+00,1.80000000e+00,-2.63644835e-02,-5.44270347e-05,-8.95878909e-05,-4.91985487e-06,-1.23449626e-05
1.34441513e-09,1.39566510e+00,1.59894480e+00,1.80000000e+00,-3.22280340e-02,-5.28409079e-05,-1.00709762e-04,-6.59463310e-06,-1.41270117e-05
1.34645206e-09,1.29029785e+00,1.67227427e+00,1.80000000e+00,-3.96597728e-02,-5.61422672e-05,-1.06204098e-04,-7.99936849e-06,-1.75024099e-05
1.34848899e-09,1.17769751e+00,1.74560374e+00,1.80000000e+00,-4.94212643e-02,-5.45531813e-05,-1.14913692e-04,-1.11696616e-05,-2.02279329e-05
1.35000000e-09,1.09017008e+00,1.80000000e+00,1.80000000e+00,-5.85766019e-02,-5.77263415e-05,-1.16792493e-04,-1.30667226e-05,-2.37426188e-05
1.35020369e-09,1.07754204e+00,1.80000000e+00,1.80000000e+00,-6.00865615e-02,-1.24015798e-05,-1.23990969e-04,-1.48258390e-05,-4.27446616e-05
1.35036153e-09,1.06779381e+00,1.80000000e+00,1.80000000e+00,-6.12606315e-02,-1.16394940e-05,-1.23521534e-04,-1.48768585e-05,-4.36856910e-05
1.35067721e-09,1.04836695e+00,1.80000000e+00,1.80000000e+00,-6.36270449e-02,-1.14557537e-05,-1.22639876e-04,-1.51084055e-05,-4.41623153e-05
1.35130856e-09,1.00983027e+00,1.80000000e+00,1.80000000e+00,-6.84152264e-02,-1.14539578e-05,-1.21512833e-04,-1.52275631e-05,-4.45144879e-05
1.35257127e-09,9.33924040e-01,1.80000000e+00,1.80000000e+00,-7.81268704e-02,-1.11535490e-05,-1.18942652e-04,-1.55369481e-05,-4.65381532e-05
1.35509668e-09,7.86065119e-01,1.80000000e+00,1.80000000e+00,-9.68598114e-02,-1.10488217e-05,-1.15250828e-04,-1.41341237e-05,-5.29778727e-05
1.36014751e-09,5.08292743e-01,1.80000000e+00,1.80000000e+00,-1.08527748e-01,-1.21269759e-05,-1.04730757e-04,4.89371135e-06,-7.61372718e-05
1.36086113e-09,4.72062427e-01,1.80000000e+00,1.80000000e+00,-1.04995288e-01,-1.32852994e-05,-1.01539730e-04,9.90013578e-06,-7.91778932e-05
1.36157475e-09,4.36454893e-01,1.80000000e+00,1.80000000e+00,-1.00385705e-01,-1.47885046e-05,-9.80488942e-05,1.59376658e-05,-8.24662380e-05
1.36300199e-09,3.69318716e-01,1.80000000e+00,1.80000000e+00,-8.53475561e-02,-1.43548587e-05,-9.01081539e-05,2.62085183e-05,-8.86709921e-05
1.36442922e-09,3.08665846e-01,1.80000000e+00,1.80000000e+00,-6.24787709e-02,-1.47913974e-05,-7.98786612e-05,3.78839474e-05,-9.34874073e-05
1.36585646e-09,2.55459008e-01,1.80000000e+00,1.80000000e+00,-3.21289973e-02,-1.26857988e-05,-6.92397731e-05,4.71748695e-05,-9.73114942e-05
1.36728370e-09,2.09845595e-01,1.80000000e+00,1.80000000e+00,4.93856649e-03,-1.20990477e-05,-5.85971922e-05,5.67113463e-05,-1.00010552e-04
1.36871094e-09,1.71508870e-01,1.80000000e+00,1.80000000e+00,4.75400990e-02,-9.49096287e-06,-4.88459972e-05,6.26844688e-05,-1.01940631e-04
1.37013817e-09,1.39704350e-01,1.80000000e+00,1.80000000e+00,9.50698417e-02,-8.89529846e-06,-4.02899179e-05,7.05232363e-05,-1.03086280e-04
1.37156541e-09,1.13652641e-01,1.80000000e+00,1.80000000e+00,1.46545073e-01,-6.45037706e-06,-3.27230671e-05,7.37421648e-05,-1.03683112e-04
1.37299265e-09,9.25042591e-02,1.80000000e+00,1.80000000e+00,2.01134713e-01,-6.18814604e-06,-2.65477640e-05,7.92517356e-05,-1.03787445e-04
1.37584712e-09,6.15642793e-02,1.80000000e+00,1.80000000e+00,3.16629421e-01,-3.18689700e-06,-1.68087058e-05,8.25920284e-05,-1.02991601e-04
1.38155607e-09,2.86040213e-02,1.80000000e+00,1.80000000e+00,5.58807606e-01,-1.88777243e-06,-6.28504600e-06,8.70911979e-05,-9.89614466e-05
1.38726502e-09,1.64545178e-02,1.80000000e+00,1.80000000e+00,8.00755097e-01,-1.46478331e-09,-2.22755778e-06,8.24303912e-05,-9.30231920e-05
1.39297397e-09,1.18872204e-02,1.80000000e+00,1.80000000e+00,1.02950070e+00,-7.12084072e-07,-9.72539531e-07,7.78412356e-05,-8.52519421e-05
1.39868291e-09,1.02500071e-02,1.80000000e+00,1.80000000e+00,1.23267974e+00,4.56724478e-07,-1.74581254e-07,6.45170621e-05,-7.32008721e-05
1.40439186e-09,1.08666887e-02,1.80000000e+00,1.80000000e+00,1.39388941e+00,-3.60631136e-07,6.06661913e-07,4.84352188e-05,-5.69353476e-05
1.40952992e-09,1.17820437e-02,1.80000000e+00,1.80000000e+00,1.50135395e+00,5.20117023e-07,1.05946524e-07,3.52264562e-05,-4.49809777e-05
1.41466797e-09,1.14596926e-02,1.80000000e+00,1.80000000e+00,1.58148488e+00,-5.76771567e-07,-3.56898441e-07,2.71558718e-05,-3.43711744e-05
1.41980602e-09,1.01362590e-02,1.80000000e+00,1.80000000e+00,1.64099003e+00,3.47290745e-07,-6.73401225e-07,1.91691825e-05,-2.63921836e-05
1.42494408e-09,8.38994732e-03,1.80000000e+00,1.80000000e+00,1.68486426e+00,-6.51505819e-07,-6.86111044e-07,1.49871235e-05,-1.93975426e-05
1.43008213e-09,6.64229045e-03,1.80000000e+00,1.80000000e+00,1.71697142e+00,3.47952032e-07,-6.74448499e-07,1.00084594e-05,-1.46300046e-05
1.43522018e-09,5.09628228e-03,1.80000000e+00,1.80000000e+00,1.74031514e+00,-6.17682397e-07,-5.29126522e-07,8.16474145e-06,-1.03885974e-05
1.44035824e-09,3.82922833e-03,1.80000000e+00,1.80000000e+00,1.75719803e+00,3.97486489e-07,-4.57281255e-07,4.97866684e-06,-7.84651406e-06
1.45063434e-09,2.05128358e-03,1.80000000e+00,1.80000000e+00,1.77849722e+00,-5.52723364e-07,-2.34788148e-07,3.31209596e-06,-3.74086469e-06
1.47118656e-09,4.42071078e-04,1.80000000e+00,1.80000000e+00,1.79568545e+00,4.82681375e-07,-7.84068286e-08,3.31851188e-08,-9.71133546e-07
1.51229098e-09,-7.14982815e-05,1.80000000e+00,1.80000000e+00,1.80066147e+00,-4.93714017e-07,2.84297921e-08,4.51046581e-07,2.87326008e-07
1.54928497e-09,1.18652536e-05,1.80000000e+00,1.80000000e+00,1.79989767e+00,4.95545201e-07,-1.94160525e-08,-5.33632065e-07,-1.72791972e-07
1.58627895e-09,-2.24803751e-06,1.80000000e+00,1.80000000e+00,1.80001016e+00,-4.95953462e-07,1.78900432e-08,5.45794732e-07,1.55264194e-07
1.60000000e-09,5.42555501e-07,1.80000000e+00,1.80000000e+00,1.80000331e+00,4.96314039e-07,-1.70765214e-08,-5.47790772e-07,-1.51744779e-07
1.60092485e-09,-3.27034620e-03,1.76670541e+00,1.80000000e+00,1.79928855e+00,4.69447085e-05,-7.07334196e-06,-1.54568064e-06,-2.04626604e-05
1.60162355e-09,-5.47334668e-03,1.74155222e+00,1.80000000e+00,1.79883328e+00,4.71457857e-05,-6.30600022e-06,-1.30319377e-06,-2.03075851e-05
1.60302095e-09,-9.44116066e-03,1.69124584e+00,1.80000000e+00,1.79806058e+00,4.71313945e-05,-5.05170762e-06,-9.08625087e-07,-1.96319839e-05
1.60581575e-09,-1.54094049e-02,1.59063307e+00,1.80000000e+00,1.79713187e+00,4.73939428e-05,-3.49022178e-06,-4.20581487e-07,-1.89804197e-05
1.61140535e-09,-2.40139258e-02,1.38940753e+00,1.80000000e+00,1.79637052e+00,4.84863482e-05,-2.66730195e-06,-1.24247295e-07,-1.86938734e-05
1.62258454e-09,-4.64251692e-02,9.86956460e-01,1.80000000e+00,1.79463111e+00,5.73450315e-05,-5.35160833e-06,-4.98126375e-07,-2.56335421e-05
1.63376374e-09,-5.44773584e-02,5.84505386e-01,1.80000000e+00,1.79628465e+00,5.95219387e-05,2.47047489e-06,1.08977531e-06,-5.10777138e-05
1.63503707e-09,-5.06547186e-02,5.38665421e-01,1.80000000e+00,1.79740044e+00,5.68342514e-05,6.00415096e-06,1.75254686e-06,-5.41263842e-05
1.63631040e-09,-4.56552351e-02,4.92825457e-01,1.80000000e+00,1.79872972e+00,5.51267812e-05,9.70104473e-06,2.42318691e-06,-5.82942809e-05
1.63885707e-09,-2.90174484e-02,4.01145527e-01,1.80000000e+00,1.80283494e+00,5.49841471e-05,1.64316246e-05,4.02481743e-06,-6.80679846e-05
1.64140373e-09,-2.93959931e-03,3.09465597e-01,1.80000000e+00,1.80868188e+00,5.34244344e-05,2.45283793e-05,5.15886583e-06,-7.77859460e-05
1.64395040e-09,3.26639680e-02,2.17785668e-01,1.80000000e+00,1.81582729e+00,5.54182169e-05,3.13934972e-05,6.06428917e-06,-8.86707585e-05
1.64649706e-09,7.83730288e-02,1.26105738e-01,1.80000000e+00,1.82426296e+00,5.44399947e-05,4.04008942e-05,7.18547132e-06,-9.90793380e-05
1.64904373e-09,1.34194643e-01,3.44258084e-02,1.80000000e+00,1.83389965e+00,5.72072878e-05,4.72771007e-05,7.95070929e-06,-1.10352080e-04
1.65000000e-09,1.57772480e-01,-1.11022302e-15,1.80000000e+00,1.83782717e+00,5.57548568e-05,5.13468296e-05,8.47770707e-06,-1.13980493e-04
1.65025467e-09,1.65375157e-01,0.00000000e+00,1.80000000e+00,1.83917883e+00,5.18203683e-06,5.97069370e-05,1.06151388e-05,-8.70631213e-05
1.65050933e-09,1.72960223e-01,0.00000000e+00,1.80000000e+00,1.84050766e+00,4.91288040e-06,5.95686265e-05,1.04358466e-05,-8.65906522e-05
1.65101867e-09,1.88112933e-01,0.00000000e+00,1.80000000e+00,1.84312612e+00,4.88697612e-06,5.94318033e-05,1.01280624e-05,-8.59564355e-05
1.65203733e-09,2.18296951e-01,0.00000000e+00,1.80000000e+00,1.84814152e+00,4.87545982e-06,5.90919176e-05,9.56592985e-06,-8.48422382e-05
1.65407466e-09,2.78168679e-01,0.00000000e+00,1.80000000e+00,1.85743727e+00,4.81088372e-06,5.84573773e-05,8.68489495e-06,-8.28328738e-05
1.65814933e-09,3.95810558e-01,0.00000000e+00,1.80000000e+00,1.87409149e+00,4.71225633e-06,5.70288496e-05,7.66415709e-06,-7.98035926e-05
1.66629865e-09,6.21128370e-01,0.00000000e+00,1.80000000e+00,1.90417986e+00,4.42357519e-06,5.35657109e-05,7.10435812e-06,-7.63487192e-05
1.67444798e-09,8.28740969e-01,0.00000000e+00,1.80000000e+00,1.91249953e+00,4.03887897e-06,4.83384573e-05,-3.02074575e-06,-7.73535166e-05
1.67567746e-09,8.58024467e-01,0.00000000e+00,1.80000000e+00,1.90861591e+00,3.98221897e-06,4.76356195e-05,-6.31750986e-06,-7.77640968e-05
1.67690694e-09,8.87026386e-01,0.00000000e+00,1.80000000e+00,1.90356720e+00,3.92833575e-06,4.67195289e-05,-1.01080148e-05,-7.83147110e-05
1.67936590e-09,9.43252198e-01,0.00000000e+00,1.80000000e+00,1.88616211e+00,3.78291731e-06,4.47432943e-05,-1.82049369e-05,-7.91556229e-05
1.68182486e-09,9.97366330e-01,0.00000000e+00,1.80000000e+00,1.85783821e+00,3.71915488e-06,4.32844475e-05,-2.78697003e-05,-7.96713533e-05
1.68428381e-09,1.05027316e+00,0.00000000e+00,1.80000000e+00,1.81648334e+00,3.73958366e-06,4.27793779e-05,-3.94024785e-05,-7.94756356e-05
1.68674277e-09,1.10191309e+00,0.00000000e+00,1.80000000e+00,1.76440324e+00,3.73788937e-06,4.12235635e-05,-4.53164974e-05,-8.36251595e-05
1.68920173e-09,1.15398320e+00,0.00000000e+00,1.80000000e+00,1.69447160e+00,4.13975273e-06,4.34791552e-05,-6.84416720e-05,-7.52511129e-05
1.69166069e-09,1.20458000e+00,0.00000000e+00,1.80000000e+00,1.60836869e+00,4.07050144e-06,3.88269307e-05,-7.16223699e-05,-7.76137722e-05
1.69411965e-09,1.25226891e+00,0.00000000e+00,1.80000000e+00,1.50951682e+00,4.49708332e-06,3.87488540e-05,-8.91804934e-05,-7.03435975e-05
1.69657860e-09,1.29656265e+00,0.00000000e+00,1.80000000e+00,1.39927744e+00,4.54644953e-06,3.33040206e-05,-9.01464761e-05,-7.18185299e-05
1.69903756e-09,1.33741671e+00,0.00000000e+00,1.80000000e+00,1.27904332e+00,5.03343595e-06,3.31534834e-05,-1.05439006e-04,-6.42975895e-05
1.70149652e-09,1.37480921e+00,0.00000000e+00,1.80000000e+00,1.15016161e+00,4.96414833e-06,2.76730894e-05,-1.04213539e-04,-6.52115847e-05
1.70395548e-09,1.40899937e+00,0.00000000e+00,1.80000000e+00,1.01414461e+00,5.28088822e-06,2.79442231e-05,-1.17046029e-04,-5.78650830e-05
1.70641444e-09,1.44012983e+00,0.00000000e+00,1.80000000e+00,8.72492422e-01,4.96757079e-06,2.26958683e-05,-1.13380334e-04,-5.85615223e-05
1.71133235e-09,1.49441259e+00,0.00000000e+00,1.80000000e+00,5.80730298e-01,4.96932462e-06,2.14551570e-05,-1.23925154e-04,-4.84339417e-05
1.71625027e-09,1.53774749e+00,0.00000000e+00,1.80000000e+00,3.10946447e-01,3.79758716e-06,1.37913985e-05,-9.55042484e-05,-4.63326350e-05
1.71691525e-09,1.54262485e+00,0.00000000e+00,1.80000000e+00,2.80241576e-01,3.80615263e-06,1.46691125e-05,-9.23477798e-05,-4.37592238e-05
1.71758024e-09,1.54738471e+00,0.00000000e+00,1.80000000e+00,2.50862458e-01,3.68062024e-06,1.39623076e-05,-8.43731250e-05,-4.27392565e-05
1.71891020e-09,1.55679960e+00,0.00000000e+00,1.80000000e+00,1.99006210e-01,3.80899897e-06,1.43538705e-05,-7.15894048e-05,-4.07113551e-05
1.72024017e-09,1.56625019e+00,0.00000000e+00,1.80000000e+00,1.56036687e-01,3.81741072e-06,1.40696708e-05,-5.76454669e-05,-3.85357454e-05
1.72157014e-09,1.57582515e+00,0.00000000e+00,1.80000000e+00,1.21225711e-01,4.01834859e-06,1.47279115e-05,-4.70518111e-05,-3.64748513e-05
1.72290010e-09,1.58551021e+00,0.00000000e+00,1.80000000e+00,9.35519320e-02,4.01427908e-06,1.44008142e-05,-3.61796737e-05,-3.44089317e-05
