TIME,V(XTOP:P),V(XTOP:IN),V(XTOP:VPWR),V(XTOP:X),I(XTOP:VIN_DRIVER),I(XTOP:CLOADP),I(XTOP:CLOADX),I(XTOP:VPOWER)
1.72423007e-09,1.59524288e+00,0.00000000e+00,1.80000000e+00,7.19017811e-02,4.16431314e-06,1.48711023e-05,-2.89351860e-05,-3.25224615e-05
1.72689000e-09,1.61448024e+00,0.00000000e+00,1.80000000e+00,4.20544513e-02,4.06790902e-06,1.40579781e-05,-1.59491361e-05,-2.89685706e-05
1.73220987e-09,1.65025531e+00,0.00000000e+00,1.80000000e+00,1.41479707e-02,3.83509000e-06,1.28412407e-05,-5.03370349e-06,-2.31416015e-05
1.73752974e-09,1.68086587e+00,0.00000000e+00,1.80000000e+00,6.31752334e-03,3.16192716e-06,1.01747953e-05,-8.53997737e-07,-1.85056969e-05
1.74284961e-09,1.70583425e+00,0.00000000e+00,1.80000000e+00,3.86516311e-03,2.69208264e-06,8.59889217e-06,-9.89928123e-07,-1.48149951e-05
1.74816947e-09,1.72582168e+00,0.00000000e+00,1.80000000e+00,2.78942176e-03,2.08194828e-06,6.42962170e-06,1.81079869e-07,-1.17630021e-05
1.75880921e-09,1.75452905e+00,0.00000000e+00,1.80000000e+00,1.62712970e-03,1.41028187e-06,4.36289393e-06,-6.18042670e-07,-7.34325167e-06
1.76944894e-09,1.77228394e+00,0.00000000e+00,1.80000000e+00,9.93360168e-04,7.84750845e-07,2.31204303e-06,3.79777505e-07,-4.49816440e-06
1.78008868e-09,1.78316310e+00,0.00000000e+00,1.80000000e+00,6.00345236e-04,5.72924853e-07,1.77796659e-06,-5.27531164e-07,-2.76930467e-06
1.80000000e-09,1.79375253e+00,0.00000000e+00,1.80000000e+00,2.21265306e-04,1.37914057e-07,3.49351676e-07,4.51377527e-07,-1.01524240e-06
1.80066760e-09,1.79776290e+00,2.40337744e-02,1.80000000e+00,7.55522691e-04,-5.44437312e-05,1.20142167e-05,1.60051980e-06,2.60128778e-05
1.80120844e-09,1.80100875e+00,4.35039586e-02,1.80000000e+00,1.13243712e-03,-5.46041430e-05,1.20030334e-05,1.39381522e-06,2.61491019e-05
1.80229012e-09,1.80778499e+00,8.24443269e-02,1.80000000e+00,1.83283295e-03,-5.48027696e-05,1.30552428e-05,1.19622190e-06,2.49531755e-05
1.80445347e-09,1.82033680e+00,1.60325064e-01,1.80000000e+00,2.63241589e-03,-5.46939235e-05,1.01528055e-05,2.82191739e-07,2.89032188e-05
1.80878018e-09,1.84262967e+00,3.16086537e-01,1.80000000e+00,3.04227099e-03,-5.51147383e-05,1.04567443e-05,9.67154029e-08,2.91085318e-05
1.81743360e-09,1.88334439e+00,6.27609483e-01,1.80000000e+00,2.85238426e-03,-5.69571293e-05,8.36344195e-06,-1.84489639e-07,3.16528753e-05
1.82608701e-09,1.88900954e+00,9.39132430e-01,1.80000000e+00,1.83403522e-04,-6.43459451e-05,-5.74475344e-06,-1.04923401e-06,1.84556044e-05
1.82710535e-09,1.88336127e+00,9.75792723e-01,1.80000000e+00,-6.27681786e-04,-6.28002364e-05,-1.10930810e-05,-1.59295349e-06,1.70406153e-05
1.82812369e-09,1.87647681e+00,1.01245302e+00,1.80000000e+00,-1.54032249e-03,-6.20019427e-05,-1.59487863e-05,-1.99185854e-06,1.44248376e-05
1.83016038e-09,1.85537984e+00,1.08577360e+00,1.80000000e+00,-3.75101325e-03,-6.20954064e-05,-2.54851870e-05,-2.34988891e-06,1.04078390e-05
1.83219706e-09,1.82322362e+00,1.15909419e+00,1.80000000e+00,-6.50495308e-03,-5.75748843e-05,-3.76689143e-05,-3.05878761e-06,4.95613089e-06
1.83423374e-09,1.78013493e+00,1.23241478e+00,1.80000000e+00,-9.60111974e-03,-5.60862800e-05,-4.69563174e-05,-3.02201478e-06,-1.38168926e-06
1.83627043e-09,1.72471656e+00,1.30573536e+00,1.80000000e+00,-1.31972178e-02,-5.08935816e-05,-6.18841140e-05,-4.04064179e-06,-3.59597108e-06
1.83830711e-09,1.65754829e+00,1.37905595e+00,1.80000000e+00,-1.71803911e-02,-5.32030455e-05,-7.00328764e-05,-3.78222188e-06,-7.29082083e-06
1.84034379e-09,1.57998144e+00,1.45237654e+00,1.80000000e+00,-2.14862211e-02,-5.13209215e-05,-8.23067055e-05,-4.67433229e-06,-9.22850588e-06
1.84238048e-09,1.49246117e+00,1.52569712e+00,1.80000000e+00,-2.63705121e-02,-5.44472675e-05,-8.95811404e-05,-4.91830666e-06,-1.23518278e-05
1.84441716e-09,1.39555782e+00,1.59901771e+00,1.80000000e+00,-3.22347064e-02,-5.28218010e-05,-1.00734883e-04,-6.59884034e-06,-1.41258714e-05
1.84645384e-09,1.29019611e+00,1.67233830e+00,1.80000000e+00,-3.96674157e-02,-5.61635212e-05,-1.06193168e-04,-7.99883526e-06,-1.75080694e-05
1.84849052e-09,1.17760425e+00,1.74565888e+00,1.80000000e+00,-4.94300327e-02,-5.45327457e-05,-1.14934753e-04,-1.11747273e-05,-2.02283334e-05
1.85000000e-09,1.09016403e+00,1.80000000e+00,1.80000000e+00,-5.85770232e-02,-5.77482041e-05,-1.16775453e-04,-1.30641307e-05,-2.37442746e-05
1.85020367e-09,1.07753754e+00,1.80000000e+00,1.80000000e+00,-6.00868141e-02,-1.24003341e-05,-1.23990738e-04,-1.48259787e-05,-4.27460319e-05
1.85036150e-09,1.06778990e+00,1.80000000e+00,1.80000000e+00,-6.12608232e-02,-1.16393911e-05,-1.23521389e-04,-1.48769642e-05,-4.36858411e-05
1.85067716e-09,1.04836420e+00,1.80000000e+00,1.80000000e+00,-6.36271119e-02,-1.14558237e-05,-1.22639797e-04,-1.51084863e-05,-4.41622705e-05
1.85130847e-09,1.00982981e+00,1.80000000e+00,1.80000000e+00,-6.84150343e-02,-1.14538852e-05,-1.21512815e-04,-1.52276291e-05,-4.45145793e-05
1.85257111e-09,9.33928014e-01,1.80000000e+00,1.80000000e+00,-7.81261382e-02,-1.11536279e-05,-1.18942786e-04,-1.55369845e-05,-4.65379581e-05
1.85509637e-09,7.86077534e-01,1.80000000e+00,1.80000000e+00,-9.68581664e-02,-1.10487613e-05,-1.15251129e-04,-1.41343902e-05,-5.29771944e-05
1.86014690e-09,5.08318921e-01,1.80000000e+00,1.80000000e+00,-1.08529921e-01,-1.21267293e-05,-1.04732522e-04,4.89040976e-06,-7.61346835e-05
1.86086054e-09,4.72087084e-01,1.80000000e+00,1.80000000e+00,-1.04998635e-01,-1.32848878e-05,-1.01541788e-04,9.89663125e-06,-7.91755316e-05
1.86157417e-09,4.36478001e-01,1.80000000e+00,1.80000000e+00,-1.00390216e-01,-1.47881973e-05,-9.80511817e-05,1.59340806e-05,-8.24640528e-05
1.86300144e-09,3.69338533e-01,1.80000000e+00,1.80000000e+00,-8.53542488e-02,-1.43548592e-05,-9.01110031e-05,2.62050739e-05,-8.86692862e-05
1.86442871e-09,3.08682242e-01,1.80000000e+00,1.80000000e+00,-6.24872838e-02,-1.47916611e-05,-7.98817079e-05,3.78808981e-05,-9.34861823e-05
1.86585598e-09,2.55472137e-01,1.80000000e+00,1.80000000e+00,-3.21388418e-02,-1.26861661e-05,-6.92426412e-05,4.71723398e-05,-9.73106441e-05
1.86728324e-09,2.09855795e-01,1.80000000e+00,1.80000000e+00,4.92806523e-03,-1.20994647e-05,-5.85997563e-05,5.67097788e-05,-1.00010018e-04
1.86871051e-09,1.71516650e-01,1.80000000e+00,1.80000000e+00,4.75291942e-02,-9.49128628e-06,-4.88478818e-05,6.26823122e-05,-1.01940273e-04
1.87013778e-09,1.39710128e-01,1.80000000e+00,1.80000000e+00,9.50590372e-02,-8.89564669e-06,-4.02917077e-05,7.05227807e-05,-1.03086161e-04
1.87156505e-09,1.13656839e-01,1.80000000e+00,1.80000000e+00,1.46534721e-01,-6.45057808e-06,-3.27241186e-05,7.37407563e-05,-1.03683028e-04
1.87299232e-09,9.25072375e-02,1.80000000e+00,1.80000000e+00,2.01125089e-01,-6.18837400e-06,-2.65488458e-05,7.92518593e-05,-1.03787515e-04
1.87584685e-09,6.15656379e-02,1.80000000e+00,1.80000000e+00,3.16621816e-01,-3.18694538e-06,-1.68089520e-05,8.25912191e-05,-1.02991653e-04
1.88155592e-09,2.86040435e-02,1.80000000e+00,1.80000000e+00,5.58805080e-01,-1.88781795e-06,-6.28523459e-06,8.70918800e-05,-9.89615469e-05
1.88726500e-09,1.64543489e-02,1.80000000e+00,1.80000000e+00,8.00757842e-01,-1.40796330e-09,-2.22731823e-06,8.24297200e-05,-9.30230732e-05
1.89297407e-09,1.18870874e-02,1.80000000e+00,1.80000000e+00,1.02950798e+00,-7.12119894e-07,-9.72684389e-07,7.78416050e-05,-8.52516760e-05
1.89868314e-09,1.02499592e-02,1.80000000e+00,1.80000000e+00,1.23268987e+00,4.56779208e-07,-1.74351863e-07,6.45155976e-05,-7.32000137e-05
1.90439221e-09,1.08667802e-02,1.80000000e+00,1.80000000e+00,1.39389996e+00,-3.60666206e-07,6.06520852e-07,4.84345192e-05,-5.69341727e-05
1.90953038e-09,1.17820793e-02,1.80000000e+00,1.80000000e+00,1.50136384e+00,5.20138938e-07,1.06028515e-07,3.52248278e-05,-4.49797928e-05
1.91466854e-09,1.14595763e-02,1.80000000e+00,1.80000000e+00,1.58149376e+00,-5.76818690e-07,-3.57093230e-07,2.71553529e-05,-3.43699621e-05
1.91980671e-09,1.01360190e-02,1.80000000e+00,1.80000000e+00,1.64099772e+00,3.47321409e-07,-6.73280311e-07,1.91677698e-05,-2.63910762e-05
1.92494487e-09,8.38963983e-03,1.80000000e+00,1.80000000e+00,1.68487073e+00,-6.51541700e-07,-6.86254991e-07,1.49868456e-05,-1.93965186e-05
1.93008304e-09,6.64196867e-03,1.80000000e+00,1.80000000e+00,1.71697674e+00,3.47992038e-07,-6.74286117e-07,1.00072990e-05,-1.46291505e-05
1.93522120e-09,5.09597754e-03,1.80000000e+00,1.80000000e+00,1.74031943e+00,-6.17713664e-07,-5.29249498e-07,8.16470840e-06,-1.03878578e-05
1.94035937e-09,3.82896037e-03,1.80000000e+00,1.80000000e+00,1.75720144e+00,3.97528976e-07,-4.57108222e-07,4.97773018e-06,-7.84593511e-06
1.95063570e-09,2.05109629e-03,1.80000000e+00,1.80000000e+00,1.77849929e+00,-5.52755488e-07,-2.34914746e-07,3.31233385e-06,-3.74048045e-06
1.97118836e-09,4.42005668e-04,1.80000000e+00,1.80000000e+00,1.79568610e+00,4.82720345e-07,-7.82497085e-08,3.25965166e-08,-9.71026180e-07
2.01229368e-09,-7.14931557e-05,1.80000000e+00,1.80000000e+00,1.80066142e+00,-4.93751233e-07,2.82806214e-08,4.51556727e-07,2.87329398e-07
2.04928846e-09,1.18655361e-05,1.80000000e+00,1.80000000e+00,1.79989768e+00,4.95582286e-07,-1.92676012e-08,-5.34134860e-07,-1.72805397e-07
2.08628325e-09,-2.24861993e-06,1.80000000e+00,1.80000000e+00,1.80001016e+00,-4.95990564e-07,1.77415315e-08,5.46297259e-07,1.55277879e-07
2.10000000e-09,5.42876522e-07,1.80000000e+00,1.80000000e+00,1.80000332e+00,4.96351328e-07,-1.69274912e-08,-5.48293708e-07,-1.51757276e-07
2.10092487e-09,-3.27040744e-03,1.76670469e+00,1.80000000e+00,1.79928854e+00,4.69447145e-05,-7.07332145e-06,-1.54567467e-06,-2.04626575e-05
2.10162358e-09,-5.47342302e-03,1.74155123e+00,1.80000000e+00,1.79883327e+00,4.71457873e-05,-6.30597483e-06,-1.30318611e-06,-2.03075737e-05
2.10302099e-09,-9.44126097e-03,1.69124429e+00,1.80000000e+00,1.79806057e+00,4.71313957e-05,-5.05167805e-06,-9.08616100e-07,-1.96319686e-05
2.10581582e-09,-1.54095314e-02,1.59063043e+00,1.80000000e+00,1.79713185e+00,4.73939493e-05,-3.49019601e-06,-4.20573577e-07,-1.89804067e-05
2.11140548e-09,-2.40141177e-02,1.38940271e+00,1.80000000e+00,1.79637051e+00,4.84864002e-05,-2.66730747e-06,-1.24247020e-07,-1.86938918e-05
2.12258480e-09,-4.64258178e-02,9.86947254e-01,1.80000000e+00,1.79463106e+00,5.73452744e-05,-5.35167898e-06,-4.98135044e-07,-2.56338779e-05
2.13376412e-09,-5.44759576e-02,5.84491802e-01,1.80000000e+00,1.79628500e+00,5.95216955e-05,2.47131017e-06,1.08992036e-06,-5.10788043e-05
2.13503744e-09,-5.06527892e-02,5.38652316e-01,1.80000000e+00,1.79740087e+00,5.68340515e-05,6.00504381e-06,1.75269383e-06,-5.41275481e-05
2.13631075e-09,-4.56527738e-02,4.92812830e-01,1.80000000e+00,1.79873022e+00,5.51265741e-05,9.70198684e-06,2.42333439e-06,-5.82954515e-05
2.13885739e-09,-2.90139560e-02,4.01133858e-01,1.80000000e+00,1.80283568e+00,5.49840192e-05,1.64325751e-05,4.02510198e-06,-6.80693303e-05
2.14140403e-09,-2.93518414e-03,3.09454886e-01,1.80000000e+00,1.80868273e+00,5.34243809e-05,2.45293059e-05,5.15884120e-06,-7.77869622e-05
2.14395067e-09,3.26690748e-02,2.17775914e-01,1.80000000e+00,1.81582818e+00,5.54184245e-05,3.13942408e-05,6.06450391e-06,-8.86720549e-05
2.14649731e-09,7.83786734e-02,1.26096941e-01,1.80000000e+00,1.82426388e+00,5.44399428e-05,4.04017451e-05,7.18543829e-06,-9.90801921e-05
2.14904395e-09,1.34200616e-01,3.44179692e-02,1.80000000e+00,1.83390057e+00,5.72075129e-05,4.72776817e-05,7.95090001e-06,-1.10353156e-04
2.15000000e-09,1.57773244e-01,-1.11022302e-15,1.80000000e+00,1.83782721e+00,5.57547083e-05,5.13469186e-05,8.47759472e-06,-1.13980319e-04
2.15025466e-09,1.65375841e-01,0.00000000e+00,1.80000000e+00,1.83917885e+00,5.18204241e-06,5.97069305e-05,1.06151333e-05,-8.70631021e-05
2.15050933e-09,1.72960828e-01,0.00000000e+00,1.80000000e+00,1.84050767e+00,4.91288033e-06,5.95686223e-05,1.04358469e-05,-8.65906430e-05
2.15101866e-09,1.88113378e-01,0.00000000e+00,1.80000000e+00,1.84312611e+00,4.88697568e-06,5.94318003e-05,1.01280665e-05,-8.59564336e-05
2.15203731e-09,2.18297080e-01,0.00000000e+00,1.80000000e+00,1.84814146e+00,4.87546007e-06,5.90919180e-05,9.56593909e-06,-8.48422471e-05
2.15407462e-09,2.78168187e-01,0.00000000e+00,1.80000000e+00,1.85743712e+00,4.81088405e-06,5.84573840e-05,8.68491090e-06,-8.28329007e-05
2.15814924e-09,3.95808867e-01,0.00000000e+00,1.80000000e+00,1.87409120e+00,4.71225834e-06,5.70288722e-05,7.66417246e-06,-7.98036374e-05
2.16629848e-09,6.21124519e-01,0.00000000e+00,1.80000000e+00,1.90417935e+00,4.42358065e-06,5.35657832e-05,7.10439003e-06,-7.63487527e-05
2.17444773e-09,8.28735452e-01,0.00000000e+00,1.80000000e+00,1.91250016e+00,4.03889218e-06,4.83386312e-05,-3.02017904e-06,-7.73534216e-05
2.17567722e-09,8.58019345e-01,0.00000000e+00,1.80000000e+00,1.90861686e+00,3.98223123e-06,4.76357884e-05,-6.31690878e-06,-7.77639987e-05
2.17690671e-09,8.87021652e-01,0.00000000e+00,1.80000000e+00,1.90356848e+00,3.92834630e-06,4.67196829e-05,-1.01073898e-05,-7.83146172e-05
2.17936569e-09,9.43248198e-01,0.00000000e+00,1.80000000e+00,1.88616399e+00,3.78292549e-06,4.47434235e-05,-1.82043044e-05,-7.91555619e-05
2.18182467e-09,9.97362987e-01,0.00000000e+00,1.80000000e+00,1.85784060e+00,3.71915640e-06,4.32845107e-05,-2.78690439e-05,-7.96713408e-05
2.18428366e-09,1.05027036e+00,0.00000000e+00,1.80000000e+00,1.81648617e+00,3.73957427e-06,4.27793282e-05,-3.94017573e-05,-7.94756484e-05
2.18674264e-09,1.10191088e+00,0.00000000e+00,1.80000000e+00,1.76440601e+00,3.73789820e-06,4.12237424e-05,-4.53164604e-05,-8.36249191e-05
2.18920162e-09,1.15398147e+00,0.00000000e+00,1.80000000e+00,1.69447444e+00,4.13972269e-06,4.34789257e-05,-6.84404584e-05,-7.52516399e-05
2.19166060e-09,1.20457886e+00,0.00000000e+00,1.80000000e+00,1.60837108e+00,4.07052420e-06,3.88272842e-05,-7.16229401e-05,-7.76134070e-05
2.19411959e-09,1.25226829e+00,0.00000000e+00,1.80000000e+00,1.50951844e+00,4.49705174e-06,3.87485864e-05,-8.91795713e-05,-7.03440430e-05
2.19657857e-09,1.29656251e+00,0.00000000e+00,1.80000000e+00,1.39927806e+00,4.54647791e-06,3.33043443e-05,-9.01472466e-05,-7.18181547e-05
2.19903755e-09,1.33741696e+00,0.00000000e+00,1.80000000e+00,1.27904272e+00,5.03340681e-06,3.31531418e-05,-1.05438266e-04,-6.42979385e-05
2.20149653e-09,1.37480980e+00,0.00000000e+00,1.80000000e+00,1.15015964e+00,4.96418279e-06,2.76733776e-05,-1.04214424e-04,-6.52111804e-05
2.20395552e-09,1.40900023e+00,0.00000000e+00,1.80000000e+00,1.01414115e+00,5.28085448e-06,2.79438168e-05,-1.17045375e-04,-5.78653313e-05
2.20641450e-09,1.44013092e+00,0.00000000e+00,1.80000000e+00,8.72487393e-01,4.96760358e-06,2.26961358e-05,-1.13381232e-04,-5.85610902e-05
2.21133246e-09,1.49441397e+00,0.00000000e+00,1.80000000e+00,5.80722273e-01,4.96927536e-06,2.14546931e-05,-1.23924331e-04,-4.84340778e-05
2.21625043e-09,1.53774894e+00,0.00000000e+00,1.80000000e+00,3.10937995e-01,3.79758388e-06,1.37915600e-05,-9.55032339e-05,-4.63321030e-05
2.21691541e-09,1.54262625e+00,0.00000000e+00,1.80000000e+00,2.80233763e-01,3.80613328e-06,1.46690038e-05,-9.23460458e-05,-4.37589508e-05
2.21758039e-09,1.54738607e+00,0.00000000e+00,1.80000000e+00,2.50855278e-01,3.68062032e-06,1.39622785e-05,-8.43714119e-05,-4.27389951e-05
2.21891036e-09,1.55680093e+00,0.00000000e+00,1.80000000e+00,1.99000273e-01,3.80900195e-06,1.43538518e-05,-7.15876958e-05,-4.07110607e-05
2.22024032e-09,1.56625151e+00,0.00000000e+00,1.80000000e+00,1.56031899e-01,3.81742655e-06,1.40697033e-05,-5.76439812e-05,-3.85354773e-05
2.22157029e-09,1.57582645e+00,0.00000000e+00,1.80000000e+00,1.21221929e-01,4.01835434e-06,1.47279045e-05,-4.70504809e-05,-3.64745728e-05
2.22290025e-09,1.58551150e+00,0.00000000e+00,1.80000000e+00,9.35489979e-02,4.01429037e-06,1.44008312e-05,-3.61786235e-05,-3.44086902e-05
2.22423021e-09,1.59524414e+00,0.00000000e+00,1.80000000e+00,7.18995377e-02,4.16431081e-06,1.48710686e-05,-2.89342909e-05,-3.25222167e-05
2.22689014e-09,1.61448142e+00,0.00000000e+00,1.80000000e+00,4.20531895e-02,4.06790740e-06,1.40579543e-05,-1.59486459e-05,-2.89683799e-05
2.23221000e-09,1.65025628e+00,0.00000000e+00,1.80000000e+00,1.41476388e-02,3.83506958e-06,1.28411577e-05,-5.03353695e-06,-2.31414453e-05
2.23752986e-09,1.68086661e+00,0.00000000e+00,1.80000000e+00,6.31743385e-03,3.16191560e-06,1.01747542e-05,-8.53993946e-07,-1.85055970e-05
2.24284971e-09,1.70583480e+00,0.00000000e+00,1.80000000e+00,3.86513057e-03,2.69206452e-06,8.59882767e-06,-9.89892826e-07,-1.48149028e-05
2.24816957e-09,1.72582208e+00,0.00000000e+00,1.80000000e+00,2.78940459e-03,2.08194232e-06,6.42960469e-06,1.81054486e-07,-1.17629503e-05
2.25880928e-09,1.75452926e+00,0.00000000e+00,1.80000000e+00,1.62712258e-03,1.41027144e-06,4.36285792e-06,-6.18014391e-07,-7.34321012e-06
2.26944899e-09,1.77228404e+00,0.00000000e+00,1.80000000e+00,9.93356642e-04,7.84752662e-07,2.31205218e-06,3.79750095e-07,-4.49815851e-06
2.28008871e-09,1.78316314e+00,0.00000000e+00,1.80000000e+00,6.00343764e-04,5.72918962e-07,1.77794501e-06,-5.27503281e-07,-2.76928852e-06
2.30000000e-09,1.79375253e+00,0.00000000e+00,1.80000000e+00,2.21265183e-04,1.37918590e-07,3.49369161e-07,4.51349794e-07,-1.01525125e-06
2.30066760e-09,1.79776290e+00,2.40337500e-02,1.80000000e+00,7.55522117e-04,-5.44437311e-05,1.20142168e-05,1.60052007e-06,2.60128775e-05
2.30120844e-09,1.80100875e+00,4.35039168e-02,1.80000000e+00,1.13243631e-03,-5.46041429e-05,1.20030329e-05,1.39381557e-06,2.61491025e-05
2.30229012e-09,1.80778498e+00,8.24442504e-02,1.80000000e+00,1.83283184e-03,-5.48027699e-05,1.30552445e-05,1.19622278e-06,2.49531732e-05
2.30445347e-09,1.82033678e+00,1.60324918e-01,1.80000000e+00,2.63241490e-03,-5.46939232e-05,1.01528062e-05,2.82192393e-07,2.89032173e-05
2.30878017e-09,1.84262964e+00,3.16086252e-01,1.80000000e+00,3.04227085e-03,-5.51147381e-05,1.04567465e-05,9.67158765e-08,2.91085285e-05
2.31743358e-09,1.88334433e+00,6.27608921e-01,1.80000000e+00,2.85238496e-03,-5.69571213e-05,8.36344296e-06,-1.84489805e-07,3.16528817e-05
2.32608699e-09,1.88900966e+00,9.39131589e-01,1.80000000e+00,1.83419034e-04,-6.43459301e-05,-5.74466586e-06,-1.04922810e-06,1.84556516e-05
2.32710533e-09,1.88336144e+00,9.75791907e-01,1.80000000e+00,-6.27662633e-04,-6.28002304e-05,-1.10929875e-05,-1.59294528e-06,1.70406643e-05
2.32812367e-09,1.87647702e+00,1.01245222e+00,1.80000000e+00,-1.54030111e-03,-6.20019485e-05,-1.59486848e-05,-1.99185565e-06,1.44248871e-05
2.33016036e-09,1.85538014e+00,1.08577286e+00,1.80000000e+00,-3.75098793e-03,-6.20954259e-05,-2.54850783e-05,-2.34988115e-06,1.04078857e-05
2.33219704e-09,1.82322402e+00,1.15909350e+00,1.80000000e+00,-6.50492387e-03,-5.75749413e-05,-3.76687911e-05,-3.05878412e-06,4.95618472e-06
2.33423373e-09,1.78013539e+00,1.23241413e+00,1.80000000e+00,-9.60109207e-03,-5.60862519e-05,-4.69562686e-05,-3.02201727e-06,-1.38162895e-06
2.33627041e-09,1.72471710e+00,1.30573477e+00,1.80000000e+00,-1.31971858e-02,-5.08936839e-05,-6.18839317e-05,-4.04062595e-06,-3.59598029e-06
2.33830709e-09,1.65754887e+00,1.37905540e+00,1.80000000e+00,-1.71803599e-02,-5.32029428e-05,-7.00328947e-05,-3.78223413e-06,-7.29077014e-06
2.34034378e-09,1.57998203e+00,1.45237604e+00,1.80000000e+00,-2.14861896e-02,-5.13210206e-05,-8.23065457e-05,-4.67431403e-06,-9.22851599e-06
2.34238046e-09,1.49246178e+00,1.52569667e+00,1.80000000e+00,-2.63704790e-02,-5.44471563e-05,-8.95811774e-05,-4.91831516e-06,-1.23517901e-05
2.34441715e-09,1.39555841e+00,1.59901731e+00,1.80000000e+00,-3.22346697e-02,-5.28219060e-05,-1.00734745e-04,-6.59881722e-06,-1.41258776e-05
2.34645383e-09,1.29019667e+00,1.67233794e+00,1.80000000e+00,-3.96673737e-02,-5.61634044e-05,-1.06193228e-04,-7.99883817e-06,-1.75080383e-05
2.34849052e-09,1.17760476e+00,1.74565858e+00,1.80000000e+00,-4.94299845e-02,-5.45328580e-05,-1.14934637e-04,-1.11746994e-05,-2.02283312e-05
2.35000000e-09,1.09016406e+00,1.80000000e+00,1.80000000e+00,-5.85770209e-02,-5.77480840e-05,-1.16775547e-04,-1.30641449e-05,-2.37442655e-05
2.35020367e-09,1.07753756e+00,1.80000000e+00,1.80000000e+00,-6.00868127e-02,-1.24003409e-05,-1.23990739e-04,-1.48259779e-05,-4.27460244e-05
2.35036150e-09,1.06778992e+00,1.80000000e+00,1.80000000e+00,-6.12608221e-02,-1.16393917e-05,-1.23521390e-04,-1.48769636e-05,-4.36858403e-05
2.35067716e-09,1.04836421e+00,1.80000000e+00,1.80000000e+00,-6.36271115e-02,-1.14558233e-05,-1.22639798e-04,-1.51084858e-05,-4.41622707e-05
2.35130847e-09,1.00982981e+00,1.80000000e+00,1.80000000e+00,-6.84150354e-02,-1.14538856e-05,-1.21512815e-04,-1.52276287e-05,-4.45145788e-05
2.35257111e-09,9.33927992e-01,1.80000000e+00,1.80000000e+00,-7.81261423e-02,-1.11536275e-05,-1.18942786e-04,-1.55369843e-05,-4.65379592e-05
2.35509637e-09,7.86077465e-01,1.80000000e+00,1.80000000e+00,-9.68581754e-02,-1.10487616e-05,-1.15251127e-04,-1.41343888e-05,-5.29771982e-05
2.36014691e-09,5.08318777e-01,1.80000000e+00,1.80000000e+00,-1.08529909e-01,-1.21267306e-05,-1.04732512e-04,4.89042792e-06,-7.61346978e-05
2.36086054e-09,4.72086949e-01,1.80000000e+00,1.80000000e+00,-1.04998616e-01,-1.32848900e-05,-1.01541777e-04,9.89665052e-06,-7.91755446e-05
2.36157417e-09,4.36477874e-01,1.80000000e+00,1.80000000e+00,-1.00390191e-01,-1.47881990e-05,-9.80511691e-05,1.59341004e-05,-8.24640648e-05
2.36300144e-09,3.69338424e-01,1.80000000e+00,1.80000000e+00,-8.53542120e-02,-1.43548592e-05,-9.01109875e-05,2.62050928e-05,-8.86692956e-05
2.36442871e-09,3.08682151e-01,1.80000000e+00,1.80000000e+00,-6.24872370e-02,-1.47916597e-05,-7.98816911e-05,3.78809149e-05,-9.34861891e-05
2.36585598e-09,2.55472065e-01,1.80000000e+00,1.80000000e+00,-3.21387876e-02,-1.26861640e-05,-6.92426254e-05,4.71723537e-05,-9.73106488e-05
2.36728325e-09,2.09855739e-01,1.80000000e+00,1.80000000e+00,4.92812298e-03,-1.20994624e-05,-5.85997422e-05,5.67097874e-05,-1.00010021e-04
2.36871051e-09,1.71516607e-01,1.80000000e+00,1.80000000e+00,4.75292542e-02,-9.49128451e-06,-4.88478714e-05,6.26823241e-05,-1.01940275e-04
2.37013778e-09,1.39710096e-01,1.80000000e+00,1.80000000e+00,9.50590966e-02,-8.89564477e-06,-4.02916979e-05,7.05227832e-05,-1.03086161e-04
2.37156505e-09,1.13656816e-01,1.80000000e+00,1.80000000e+00,1.46534778e-01,-6.45057698e-06,-3.27241128e-05,7.37407640e-05,-1.03683029e-04
2.37299232e-09,9.25072211e-02,1.80000000e+00,1.80000000e+00,2.01125142e-01,-6.18837274e-06,-2.65488398e-05,7.92518586e-05,-1.03787515e-04
2.37584685e-09,6.15656305e-02,1.80000000e+00,1.80000000e+00,3.16621858e-01,-3.18694512e-06,-1.68089506e-05,8.25912235e-05,-1.02991653e-04
2.38155592e-09,2.86040434e-02,1.80000000e+00,1.80000000e+00,5.58805094e-01,-1.88781770e-06,-6.28523355e-06,8.70918762e-05,-9.89615463e-05
2.38726500e-09,1.64543498e-02,1.80000000e+00,1.80000000e+00,8.00757827e-01,-1.40827585e-09,-2.22731954e-06,8.24297237e-05,-9.30230738e-05
2.39297407e-09,1.18870882e-02,1.80000000e+00,1.80000000e+00,1.02950794e+00,-7.12119697e-07,-9.72683592e-07,7.78416029e-05,-8.52516774e-05
2.39868314e-09,1.02499595e-02,1.80000000e+00,1.80000000e+00,1.23268981e+00,4.56778907e-07,-1.74353125e-07,6.45156056e-05,-7.32000185e-05
2.40439221e-09,1.08667797e-02,1.80000000e+00,1.80000000e+00,1.39389990e+00,-3.60666013e-07,6.06521628e-07,4.84345230e-05,-5.69341791e-05
2.40953037e-09,1.17820791e-02,1.80000000e+00,1.80000000e+00,1.50136379e+00,5.20138817e-07,1.06028064e-07,3.52248368e-05,-4.49797994e-05
