sub_dir,.param cbn,.param cbp,D0,D1,D2,D3
run_620_840,620m,840m,5.788924e-11,2.163266e-10,5.788925e-11,2.163266e-10
run_470_980,470m,980m,7.395582e-11,2.298248e-10,7.395582e-11,2.298248e-10
run_460_460,460m,460m,7.162811e-11,3.305191e-10,7.162811e-11,3.305193e-10
run_420_600,420m,600m,8.056923e-11,3.032058e-10,8.056923e-11,3.032059e-10
run_500_460,500m,460m,6.553136e-11,3.161207e-10,6.553136e-11,3.161210e-10
run_580_900,580m,900m,6.068052e-11,2.157588e-10,6.068052e-11,2.157588e-10
run_590_460,590m,460m,5.756793e-11,2.956009e-10,5.756793e-11,2.956013e-10
run_510_660,510m,660m,6.568621e-11,2.538369e-10,6.568621e-11,2.538370e-10
run_450_600,450m,600m,7.458938e-11,2.859324e-10,7.458938e-11,2.859327e-10
run_500_540,500m,540m,6.618254e-11,2.842203e-10,6.618254e-11,2.842207e-10
run_430_900,430m,900m,8.092146e-11,2.498191e-10,8.092145e-11,2.498191e-10
run_490_700,490m,700m,6.880690e-11,2.535052e-10,6.880690e-11,2.535053e-10
run_510_740,510m,740m,6.537002e-11,2.379949e-10,6.625081e-11,2.395844e-10
run_450_1000,450m,1000m,7.762372e-11,2.348373e-10,7.762372e-11,2.348373e-10
run_550_860,550m,860m,6.781245e-11,2.329783e-10,6.781246e-11,2.329783e-10
run_640_500,640m,500m,5.551995e-11,2.713912e-10,5.551996e-11,2.713914e-10
run_490_840,490m,840m,6.983972e-11,2.372706e-10,6.983972e-11,2.372706e-10
run_540_900,540m,900m,6.391134e-11,2.214643e-10,6.391134e-11,2.214642e-10
run_620_660,620m,660m,5.677763e-11,2.375352e-10,5.677763e-11,2.375353e-10
run_520_420,520m,420m,6.260911e-11,3.320222e-10,6.260911e-11,3.320225e-10
