TIME,V(XTOP:S1_B),V(XTOP:X4),V(XTOP:X1),V(XTOP:S0),V(XTOP:X7),V(XTOP:S2),V(XTOP:X3),V(XTOP:XDUT:UPPER_LEFT__A1),V(XTOP:X2),V(XTOP:XDUT:LOWER_RIGHT__A0),V(XTOP:X6),V(XTOP:X0),V(XTOP:S0_B),V(XTOP:Y),V(XTOP:DUT_VPWR),V(XTOP:XDUT:UPPER_LEFT__A0),V(XTOP:X5),V(XTOP:XDUT:LOWER_RIGHT__A1),V(XTOP:XDUT:UPPER_RIGHT__A1),V(XTOP:XDUT:A1),V(XTOP:XDUT:LOWER_LEFT__A0),V(XTOP:S2_B),V(XTOP:XDUT:LOWER_LEFT__A1),V(XTOP:XDUT:A2),V(XTOP:XDUT:UPPER_RIGHT__A0),V(XTOP:S1),V(XTOP:XDUT:A0),V(XTOP:XDUT:A3),I(XTOP:VS1_DRIVER),I(XTOP:VS1_B_DRIVER),I(XTOP:VS2_DRIVER),I(XTOP:VINIT_X0),I(XTOP:VS2_B_DRIVER),I(XTOP:VPOWER),I(XTOP:VS0_B_DRIVER),I(XTOP:CFAKE_LOAD),I(XTOP:VINIT_X4),I(XTOP:VINIT_X1),I(XTOP:VS0_DRIVER),I(XTOP:VINIT_X3),I(XTOP:VINIT_X6),I(XTOP:VINIT_X5),I(XTOP:VINIT_X7),I(XTOP:VINIT_X2)
6.22417501e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,9.92969960e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.09780087e+00,0.00000000e+00,1.83167290e+00,0.00000000e+00,0.00000000e+00,8.07030040e-01,1.81247795e+00,1.80000000e+00,1.05319086e+00,1.80000000e+00,1.85607622e+00,1.85602139e+00,1.07682914e+00,1.08137278e+00,0.00000000e+00,1.09780210e+00,1.84904892e+00,1.84599667e+00,1.80000000e+00,1.02331835e+00,1.82322566e+00,-2.03256588e-06,-3.43031165e-06,5.70701359e-08,1.54345281e-05,1.96605616e-07,-2.66396612e-05,-2.31997083e-04,1.24193574e-06,1.54333494e-05,1.44541627e-05,1.57289722e-04,1.37615181e-05,1.38724675e-05,1.44569218e-05,1.30026157e-05,1.41667934e-05
6.23094790e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,9.68587565e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.09222073e+00,0.00000000e+00,1.82944389e+00,0.00000000e+00,0.00000000e+00,8.31412435e-01,1.81284822e+00,1.80000000e+00,1.04865455e+00,1.80000000e+00,1.85254308e+00,1.85246956e+00,1.07746895e+00,1.07712681e+00,0.00000000e+00,1.09222196e+00,1.84880534e+00,1.84434216e+00,1.80000000e+00,1.02382043e+00,1.82278508e+00,-3.43802896e-06,-4.52598212e-06,3.07186371e-07,1.83945449e-05,1.42697104e-07,-2.68625069e-05,-2.32846790e-04,1.09339011e-06,1.83910790e-05,1.39587952e-05,1.53747166e-04,1.34554353e-05,1.67361119e-05,1.39620748e-05,1.27000237e-05,1.70974436e-05
6.23772079e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,9.44205169e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.08525290e+00,0.00000000e+00,1.82695620e+00,0.00000000e+00,0.00000000e+00,8.55794831e-01,1.81322470e+00,1.80000000e+00,1.04316693e+00,1.80000000e+00,1.84864522e+00,1.84854103e+00,1.07690996e+00,1.07024623e+00,0.00000000e+00,1.08525405e+00,1.84847022e+00,1.84245379e+00,1.80000000e+00,1.02451296e+00,1.82227976e+00,-4.48271577e-06,-6.63015312e-06,-5.92855499e-07,2.21629228e-05,1.47280538e-07,-2.72116520e-05,-2.36032825e-04,1.13009708e-06,2.21519369e-05,1.31380702e-05,1.51060422e-04,1.27612206e-05,2.03230005e-05,1.31420864e-05,1.20064969e-05,2.07687754e-05
6.25126656e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,8.95440379e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.06125462e+00,0.00000000e+00,1.82089841e+00,0.00000000e+00,0.00000000e+00,9.04559621e-01,1.81384622e+00,1.80000000e+00,1.02511866e+00,1.80000000e+00,1.83908124e+00,1.83911240e+00,1.07631452e+00,1.04769315e+00,0.00000000e+00,1.06125581e+00,1.84753369e+00,1.83763756e+00,1.80000000e+00,1.02699973e+00,1.82088211e+00,-1.02105099e-05,-9.43965795e-06,4.48508823e-07,3.00561591e-05,7.64145404e-09,-2.90472365e-05,-2.40002726e-04,7.05219650e-07,3.01249156e-05,1.19979281e-05,1.44953919e-04,1.18815279e-05,2.81176971e-05,1.20019663e-05,1.11714237e-05,2.87865692e-05
6.26481234e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,8.46675589e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.02179365e+00,0.00000000e+00,1.81420277e+00,0.00000000e+00,0.00000000e+00,9.53324411e-01,1.81428676e+00,1.80000000e+00,9.89873279e-01,1.80000000e+00,1.82665029e+00,1.82675212e+00,1.07848049e+00,1.01318501e+00,0.00000000e+00,1.02179495e+00,1.84562142e+00,1.83121996e+00,1.80000000e+00,1.02574310e+00,1.82010492e+00,-1.59346164e-05,-1.42948048e-05,3.03958872e-07,3.96458690e-05,-3.05239535e-07,-3.30049365e-05,-2.44911400e-04,5.95666101e-07,3.95963324e-05,1.02411188e-05,1.36011244e-04,1.04453057e-05,3.71099991e-05,1.02310241e-05,9.76864060e-06,3.83147910e-05
6.27835811e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,7.97910799e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,9.64898484e-01,0.00000000e+00,1.80568444e+00,0.00000000e+00,0.00000000e+00,1.00208920e+00,1.81452784e+00,1.80000000e+00,9.43642271e-01,1.80000000e+00,1.81059084e+00,1.81062933e+00,1.08465598e+00,9.66529208e-01,0.00000000e+00,9.64899579e-01,1.84262670e+00,1.82286731e+00,1.80000000e+00,1.02935776e+00,1.81862719e+00,-2.69774241e-05,-1.73776934e-05,1.76563594e-06,4.93872995e-05,3.03456798e-07,-3.23889476e-05,-2.44816983e-04,1.16238573e-07,4.94001703e-05,8.40615782e-06,1.27104645e-04,9.22218831e-06,4.74777338e-05,8.41166360e-06,8.51201682e-06,4.84884301e-05
6.29190389e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,7.49146009e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,8.89580917e-01,0.00000000e+00,1.79609200e+00,0.00000000e+00,0.00000000e+00,1.05085399e+00,1.81454427e+00,1.80000000e+00,8.87364573e-01,1.80000000e+00,1.79298414e+00,1.79296236e+00,1.09402245e+00,9.08569948e-01,0.00000000e+00,8.89582109e-01,1.83837305e+00,1.81218618e+00,1.80000000e+00,1.03718099e+00,1.81623031e+00,-3.43418549e-05,-2.28787038e-05,1.22494204e-06,5.90111518e-05,-2.78866167e-07,-4.75499308e-05,-2.46274442e-04,-6.77183940e-08,5.89725286e-05,9.17153232e-06,1.21668877e-04,7.27486658e-06,5.76970532e-05,9.16237865e-06,8.52823590e-06,5.95881198e-05
6.30544966e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,7.00381219e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,7.95817625e-01,0.00000000e+00,1.78576319e+00,0.00000000e+00,0.00000000e+00,1.09961878e+00,1.81448761e+00,1.80000000e+00,8.23608163e-01,1.80000000e+00,1.77459103e+00,1.77456186e+00,1.10240644e+00,8.42183891e-01,0.00000000e+00,7.95818661e-01,1.83258750e+00,1.79900652e+00,1.80000000e+00,1.04318969e+00,1.81324199e+00,-4.45510588e-05,-2.75255234e-05,1.20075500e-06,6.90228145e-05,-5.19332416e-07,-5.40310962e-05,-2.44243250e-04,-9.95952238e-08,6.90629212e-05,9.22199970e-06,1.14949276e-04,5.73904156e-06,6.90819692e-05,9.23196602e-06,8.32359524e-06,7.07008203e-05
6.31899544e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,6.51616428e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,6.84589132e-01,0.00000000e+00,1.77271598e+00,0.00000000e+00,0.00000000e+00,1.14838357e+00,1.81453499e+00,1.80000000e+00,7.57041760e-01,1.80000000e+00,1.74940979e+00,1.74938979e+00,1.10105247e+00,7.72438723e-01,0.00000000e+00,6.84590298e-01,1.82452578e+00,1.78622554e+00,1.80000000e+00,1.03761088e+00,1.81011459e+00,-4.88050115e-05,-3.55542489e-05,-2.24717728e-06,8.07000157e-05,-2.47123264e-06,-6.05166812e-05,-2.37819826e-04,2.39494659e-07,8.06685737e-05,4.56614294e-06,1.01763064e-04,9.18276412e-06,8.07965286e-05,4.56085239e-06,5.42050130e-06,8.13753525e-05
6.33254121e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,6.02851638e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,5.58226886e-01,0.00000000e+00,1.75645320e+00,0.00000000e+00,0.00000000e+00,1.19714836e+00,1.81470574e+00,1.80000000e+00,6.92061705e-01,1.80000000e+00,1.71597397e+00,1.71597272e+00,1.08044498e+00,7.04501954e-01,0.00000000e+00,5.58227897e-01,1.81562616e+00,1.76980894e+00,1.80000000e+00,1.01113151e+00,1.80622532e+00,-5.45208658e-05,-4.49980912e-05,-5.57145036e-06,8.95059499e-05,-4.56469357e-06,-5.68285905e-05,-2.25379233e-04,2.64736547e-07,8.95470795e-05,3.66267913e-06,9.07849642e-05,2.00863749e-06,9.25642654e-05,3.66938983e-06,4.25446594e-06,9.45705553e-05
6.34608699e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,5.54086848e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,4.22257030e-01,0.00000000e+00,1.73719883e+00,0.00000000e+00,0.00000000e+00,1.24591315e+00,1.81523916e+00,1.80000000e+00,6.30888000e-01,1.80000000e+00,1.67739149e+00,1.67741159e+00,1.03656064e+00,6.41228686e-01,0.00000000e+00,4.22258199e-01,1.80540666e+00,1.74936654e+00,1.80000000e+00,9.59371913e-01,1.80132338e+00,-5.50137202e-05,-5.30356187e-05,-1.24316051e-05,9.72450620e-05,-7.27521171e-06,-6.12440819e-05,-2.21844776e-04,1.31042060e-06,9.72109087e-05,1.10762132e-06,8.53506750e-05,4.60436947e-06,1.04086520e-04,1.10087328e-06,1.48904505e-06,1.05109795e-04
6.35963276e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,5.05322058e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,2.94988401e-01,0.00000000e+00,1.71613823e+00,0.00000000e+00,0.00000000e+00,1.29467794e+00,1.81610070e+00,1.80000000e+00,5.73556604e-01,1.80000000e+00,1.63627566e+00,1.63631580e+00,9.72300150e-01,5.83047458e-01,0.00000000e+00,2.94989414e-01,1.79399213e+00,1.72605424e+00,1.80000000e+00,8.83930211e-01,1.79579919e+00,-5.92896442e-05,-5.33908592e-05,-1.79523884e-05,1.01204846e-04,-8.83689312e-06,-5.84695821e-05,-2.21321850e-04,1.23364615e-06,1.01240959e-04,1.69147398e-06,8.71708094e-05,-1.38403640e-06,1.15160432e-04,1.69799947e-06,1.44745051e-06,1.17297978e-04
6.37317854e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,4.56557268e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,2.00628333e-01,0.00000000e+00,1.69405407e+00,0.00000000e+00,0.00000000e+00,1.34344273e+00,1.81672029e+00,1.80000000e+00,5.18903322e-01,1.80000000e+00,1.59360152e+00,1.59365794e+00,8.95200991e-01,5.29262288e-01,0.00000000e+00,2.00629414e-01,1.78108865e+00,1.70112399e+00,1.80000000e+00,7.92854737e-01,1.78930133e+00,-5.99870363e-05,-4.93441619e-05,-2.47614582e-05,9.89156803e-05,-1.08012953e-05,-6.22177616e-05,-2.27495531e-04,5.95987503e-07,9.88766741e-05,-4.37628590e-07,9.36859432e-05,2.40972820e-06,1.26098218e-04,-4.44168496e-07,-4.35405363e-07,1.26732795e-04
6.38672431e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,4.07792478e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.34987572e-01,0.00000000e+00,1.67121428e+00,0.00000000e+00,0.00000000e+00,1.39220752e+00,1.81519716e+00,1.80000000e+00,4.64776695e-01,1.80000000e+00,1.54979718e+00,1.54986900e+00,8.15520966e-01,4.79076888e-01,0.00000000e+00,1.34988593e-01,1.76567322e+00,1.67501923e+00,1.80000000e+00,6.97733359e-01,1.78166650e+00,-6.52939176e-05,-4.75886545e-05,-2.53422262e-05,8.47278702e-05,-1.18479183e-05,-5.86244562e-05,-2.13322151e-04,-5.09372843e-06,8.47604648e-05,2.38586540e-07,9.54763596e-05,-2.84695778e-06,1.36589353e-04,2.45068278e-07,-2.07000187e-08,1.37891854e-04
6.40027009e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,3.59027687e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,9.04045658e-02,0.00000000e+00,1.64761390e+00,0.00000000e+00,0.00000000e+00,1.44097231e+00,1.80918407e+00,1.80000000e+00,4.09183987e-01,1.80000000e+00,1.50516510e+00,1.50524682e+00,7.42813959e-01,4.32222317e-01,0.00000000e+00,9.04058331e-02,1.74818949e+00,1.64774616e+00,1.80000000e+00,6.05357515e-01,1.77263057e+00,-6.38065280e-05,-4.32492006e-05,-2.48078030e-05,7.39679934e-05,-1.45863991e-05,-6.26494865e-05,-2.13276557e-04,-1.26626051e-05,7.39247537e-05,-1.72483080e-06,9.97709201e-05,1.22660682e-06,1.46642486e-04,-1.73123162e-06,-1.57057428e-06,1.45778363e-04
6.41381586e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,3.10262897e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,6.14141591e-02,0.00000000e+00,1.62318463e+00,0.00000000e+00,0.00000000e+00,1.48973710e+00,1.79767532e+00,1.80000000e+00,3.53217604e-01,1.80000000e+00,1.45990853e+00,1.45999369e+00,6.81225142e-01,3.89207477e-01,0.00000000e+00,6.14154494e-02,1.72893054e+00,1.61931915e+00,1.80000000e+00,5.17770683e-01,1.76182212e+00,-6.37554937e-05,-4.23636805e-05,-2.10177303e-05,6.11181499e-05,-1.62576430e-05,-6.01969973e-05,-2.02554506e-04,-2.13221595e-05,6.11470662e-05,-8.22357125e-07,1.00165176e-04,-3.69496766e-06,1.55483428e-04,-8.15931456e-07,-9.16612846e-07,1.53648116e-04
6.42736164e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,2.61498107e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,4.33701736e-02,0.00000000e+00,1.59777210e+00,0.00000000e+00,0.00000000e+00,1.53850189e+00,1.78141287e+00,1.80000000e+00,2.99826624e-01,1.80000000e+00,1.41420790e+00,1.41428873e+00,6.30407881e-01,3.50999413e-01,0.00000000e+00,4.33715771e-02,1.70815587e+00,1.58971333e+00,1.80000000e+00,4.36614065e-01,1.74893214e+00,-5.63456376e-05,-3.95504617e-05,-1.95086057e-05,5.53683214e-05,-1.83500407e-05,-6.63311806e-05,-2.07308985e-04,-2.67000635e-05,5.53226601e-05,-2.49197706e-06,1.03421042e-04,5.16221556e-07,1.62424238e-04,-2.49829454e-06,-2.24909353e-06,1.54598687e-04
6.44090741e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,2.12733317e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,3.25368239e-02,0.00000000e+00,1.57124376e+00,0.00000000e+00,0.00000000e+00,1.58726668e+00,1.76074796e+00,1.80000000e+00,2.50809692e-01,1.80000000e+00,1.36819135e+00,1.36826235e+00,5.88751568e-01,3.18147119e-01,0.00000000e+00,3.25380338e-02,1.68603110e+00,1.55895921e+00,1.80000000e+00,3.63449148e-01,1.73384484e+00,-5.29475614e-05,-3.99726865e-05,-1.62029119e-05,4.80586058e-05,-1.95075514e-05,-6.23307015e-05,-1.98032283e-04,-3.43223812e-05,4.80868763e-05,-1.36118223e-06,1.02818054e-04,-4.17989972e-06,1.66712957e-04,-1.35483448e-06,-1.44095595e-06,1.52691071e-04
6.45445319e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.63968527e-01,1.80000000e+00,1.80000000e+00,1.80000000e+00,2.61723446e-02,0.00000000e+00,1.54344770e+00,0.00000000e+00,0.00000000e+00,1.63603147e+00,1.73648261e+00,1.80000000e+00,2.07148958e-01,1.80000000e+00,1.32198743e+00,1.32204409e+00,5.54713518e-01,2.90612485e-01,0.00000000e+00,2.61734559e-02,1.66273011e+00,1.52705327e+00,1.80000000e+00,2.99224568e-01,1.71651648e+00,-4.38838387e-05,-3.82149765e-05,-1.53473128e-05,4.67260607e-05,-2.08559879e-05,-6.77603958e-05,-2.03023518e-04,-3.73319851e-05,4.66812621e-05,-2.84931562e-06,1.05292278e-04,9.89747948e-08,1.69263136e-04,-2.85558296e-06,-2.63360226e-06,1.45068993e-04
6.48154474e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,6.64389465e-02,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.99936187e-02,0.00000000e+00,1.48369719e+00,0.00000000e+00,0.00000000e+00,1.73356105e+00,1.68023418e+00,1.80000000e+00,1.37462413e-01,1.80000000e+00,1.22934265e+00,1.22936766e+00,5.04056376e-01,2.49093063e-01,0.00000000e+00,1.99941526e-02,1.61316502e+00,1.45995112e+00,1.80000000e+00,1.97627516e-01,1.67575712e+00,-3.45709624e-05,-3.92047147e-05,-1.12000678e-05,4.10671100e-05,-2.18404233e-05,-6.34502488e-05,-1.91943336e-04,-4.57174267e-05,4.10989837e-05,-1.71038097e-06,1.04604588e-04,-4.56281315e-06,1.71419833e-04,-1.70410123e-06,-1.84293204e-06,1.28475670e-04
6.50000000e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,2.44249065e-15,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.83666709e-02,0.00000000e+00,1.43973333e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.63809166e+00,1.80000000e+00,1.02648980e-01,1.80000000e+00,1.16626479e+00,1.16627151e+00,4.79899158e-01,2.28899591e-01,0.00000000e+00,1.83668793e-02,1.57746460e+00,1.41176701e+00,1.80000000e+00,1.47077198e-01,1.64501081e+00,-2.53292744e-05,-3.74589692e-05,-1.07732589e-05,4.19407836e-05,-2.22564036e-05,-7.00041990e-05,-1.97328887e-04,-4.56224120e-05,4.19013628e-05,-3.09807691e-06,1.06728986e-04,-2.17806738e-07,1.72135704e-04,-3.10432642e-06,-2.92537453e-06,1.14785314e-04
6.50270916e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.59629824e-02,0.00000000e+00,1.43573344e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.63172833e+00,1.80000000e+00,9.65834765e-02,1.80000000e+00,1.16108736e+00,1.16109173e+00,4.76859916e-01,2.24547704e-01,0.00000000e+00,1.59632062e-02,1.57166621e+00,1.40718719e+00,1.80000000e+00,1.40635607e-01,1.64003210e+00,-3.01708267e-05,-3.48125479e-05,-1.02743949e-05,3.19705631e-05,-2.27166722e-05,-6.86863581e-05,-2.53560599e-05,-4.69764878e-05,3.19679313e-05,-6.93867359e-08,-4.69614950e-05,-5.11382726e-08,1.63905452e-04,-6.94180381e-08,-7.73373771e-08,1.05704884e-04
6.50541831e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.38796393e-02,0.00000000e+00,1.43176989e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.62532086e+00,1.80000000e+00,9.11096914e-02,1.80000000e+00,1.15603394e+00,1.15603600e+00,4.73792451e-01,2.20744913e-01,0.00000000e+00,1.38798736e-02,1.56593436e+00,1.40265054e+00,1.80000000e+00,1.34309898e-01,1.63505200e+00,-2.84375824e-05,-3.43474707e-05,-1.03453083e-05,2.99543740e-05,-2.27599335e-05,-6.84008964e-05,-2.15279822e-05,-4.73023420e-05,2.99520903e-05,1.99198764e-09,-4.64333548e-05,5.37361158e-09,1.61562616e-04,1.99290067e-09,-3.74177697e-09,1.01923180e-04
6.51083662e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.02594910e-02,0.00000000e+00,1.42393520e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.61241334e+00,1.80000000e+00,8.11399310e-02,1.80000000e+00,1.14617923e+00,1.14617692e+00,4.67698794e-01,2.14061253e-01,0.00000000e+00,1.02597132e-02,1.55460220e+00,1.39368505e+00,1.80000000e+00,1.21992768e-01,1.62510076e+00,-2.52217781e-05,-3.31804237e-05,-1.03042943e-05,2.63528445e-05,-2.27554915e-05,-6.65377680e-05,-1.73373400e-05,-4.79858773e-05,2.63512321e-05,4.64257458e-09,-4.35405270e-05,8.47647742e-09,1.57309700e-04,4.64583553e-09,5.20967395e-10,9.49266643e-05
6.52167324e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,5.52521201e-03,0.00000000e+00,1.40879568e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.58607909e+00,1.80000000e+00,6.53630433e-02,1.80000000e+00,1.12792354e+00,1.12791366e+00,4.56406424e-01,2.04675429e-01,0.00000000e+00,5.52520964e-03,1.53278597e+00,1.37641455e+00,1.80000000e+00,9.97927281e-02,1.60532127e+00,-2.03412329e-05,-3.08889591e-05,-9.62831860e-06,2.10903344e-05,-2.25923177e-05,-6.33080769e-05,-1.22671439e-05,-4.92187747e-05,2.10895543e-05,-2.43287625e-09,-3.89225870e-05,3.52563586e-09,1.50720238e-04,-2.43177141e-09,-4.28611660e-09,8.34101274e-05
6.54334648e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.38271116e-03,0.00000000e+00,1.38021519e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.53182919e+00,1.80000000e+00,4.30746895e-02,1.80000000e+00,1.09629539e+00,1.09627456e+00,4.39322256e-01,1.93919807e-01,0.00000000e+00,1.38203603e-03,1.49230709e+00,1.34431508e+00,1.80000000e+00,6.57817097e-02,1.56615150e+00,-1.36032576e-05,-2.73743856e-05,-7.93625163e-06,1.50132650e-05,-2.20974514e-05,-5.75881363e-05,-7.19704957e-06,-5.09045086e-05,1.50135286e-05,-5.15505420e-10,-3.26339645e-05,5.91438693e-09,1.41687081e-04,-5.13020624e-10,-4.21463775e-10,6.59765232e-05
6.56501972e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,3.46558893e-04,0.00000000e+00,1.35338355e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.47639406e+00,1.80000000e+00,2.84312169e-02,1.80000000e+00,1.07000341e+00,1.06997626e+00,4.28654044e-01,1.88263679e-01,0.00000000e+00,3.45000359e-04,1.45568909e+00,1.31519003e+00,1.80000000e+00,4.32075968e-02,1.52742887e+00,-9.56539359e-06,-2.48398980e-05,-6.74740176e-06,1.18869864e-05,-2.14762921e-05,-5.28140116e-05,-5.06783849e-06,-5.14062363e-05,1.18874390e-05,-4.95746329e-09,-2.81955972e-05,5.64073416e-10,1.35397142e-04,-4.95712880e-09,-4.73418445e-09,5.32570724e-05
6.58669296e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,8.85145004e-05,0.00000000e+00,1.32780732e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.42072833e+00,1.80000000e+00,1.87013271e-02,1.80000000e+00,1.04781002e+00,1.04777986e+00,4.21886974e-01,1.84814138e-01,0.00000000e+00,8.60323783e-05,1.42247614e+00,1.28869326e+00,1.80000000e+00,2.83815393e-02,1.48924647e+00,-6.85213569e-06,-2.29459950e-05,-6.05590451e-06,9.86207518e-06,-2.08060729e-05,-4.85525243e-05,-3.67788607e-06,-5.13300843e-05,9.86236190e-06,-5.87984255e-10,-2.49166477e-05,3.05045875e-09,1.30455273e-04,-5.86351301e-10,-6.76175051e-10,4.38637308e-05
6.63003944e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,-4.06699649e-06,0.00000000e+00,1.27944508e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.31024594e+00,1.80000000e+00,7.77145924e-03,1.80000000e+00,1.01211980e+00,1.01208937e+00,4.13333066e-01,1.80883647e-01,0.00000000e+00,-8.90072196e-06,1.36453576e+00,1.24228102e+00,1.80000000e+00,1.17705082e-02,1.41542124e+00,-4.01957038e-06,-1.98736660e-05,-5.36720974e-06,7.18258354e-06,-1.93890966e-05,-4.16278840e-05,-2.34832784e-06,-5.06227304e-05,7.18106299e-06,-4.09991842e-09,-2.00376141e-05,-2.47636939e-09,1.22644770e-04,-4.09995595e-09,-4.73181364e-09,3.13388472e-05
6.71673240e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,7.46481199e-06,0.00000000e+00,1.19257410e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,1.09088704e+00,1.80000000e+00,7.41113673e-04,1.80000000e+00,9.62573062e-01,9.62549642e-01,4.01880721e-01,1.76612573e-01,0.00000000e+00,4.25380008e-06,1.27422730e+00,1.16947565e+00,1.80000000e+00,1.12557944e-03,1.28123347e+00,-2.04339085e-06,-1.54451135e-05,-5.09631395e-06,4.30330483e-06,-1.60743638e-05,-3.08810664e-05,-1.25300375e-06,-5.05891329e-05,4.30305785e-06,7.11144857e-10,-1.41690531e-05,9.91889865e-11,1.11202341e-04,7.10202148e-10,-4.37563202e-10,1.89730021e-05
6.80342536e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,-2.31282064e-06,0.00000000e+00,1.11884976e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,8.62003929e-01,1.80000000e+00,7.11948917e-05,1.80000000e+00,9.30563819e-01,9.30546855e-01,3.88770453e-01,1.72314946e-01,0.00000000e+00,-1.95254291e-06,1.20865622e+00,1.11617450e+00,1.80000000e+00,1.04836980e-04,1.16786448e+00,-1.94041108e-06,-1.19518785e-05,-5.88415095e-06,2.89228506e-06,-1.03632014e-05,-2.11204279e-05,-1.08455723e-06,-5.50171871e-05,2.89244631e-06,-2.92524623e-09,-1.05479745e-05,-3.30462250e-09,1.02508162e-04,-2.92587821e-09,-4.03573977e-09,1.35679033e-05
6.89011832e-10,0.00000000e+00,0.00000000e+00,1.80000000e+00,0.00000000e+00,1.80000000e+00,1.80000000e+00,1.80000000e+00,1.20544655e-06,0.00000000e+00,1.05961864e+00,0.00000000e+00,0.00000000e+00,1.80000000e+00,6.38864440e-01,1.80000000e+00,4.97484255e-06,1.80000000e+00,9.07746378e-01,9.07733623e-01,3.60329830e-01,1.63430727e-01,0.00000000e+00,7.70870028e-07,1.15906393e+00,1.07564295e+00,1.80000000e+00,9.01073466e-06,1.08661229e+00,-2.81112500e-06,-8.52963977e-06,-8.92090373e-06,2.10587880e-06,-7.73151745e-06,-1.56775013e-05,-1.11386283e-06,-4.79390334e-05,2.10672101e-06,1.30588491e-09,-8.03079776e-06,6.58775149e-10,9.41148467e-05,1.30647697e-09,6.72279122e-10,1.02847307e-05
